"search_name","source_binomial","phylum","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","n_unique_seqs","dup_accessions","dup_species","dup_species_n","n_all_seqs"
"Neanthes diversicolor","Neanthes diversicolor","annelida","GoMA_census_fauna","Neanthes diversicolor","Neanthes diversicolor",2,314,"2088245908|1956753224","2319563021|2319563017|2319563015|2319563007|2319563005|2319563001|2319562997|2319562993|2319562991|2319562987|2319562985|2319562977|2319562975|2319562973|2319562971|2319562969|2319562967|2319562965|2319562963|2319562957|2319562951|2319562949|2319562947|2319562941|2319562933|2319562931|2319562927|2319562923|2319562919|2319562917|2319562915|2319562913|2319562905|2319562901|2319562893|2319562889|2319562887|2319562885|2319562877|2319562875|2319562871|2319562867|2319562865|2319562861|2319562857|2319562855|2319562851|2319562847|2319562843|2319562837|2319562835|2319562833|2319562829|2319562827|2319562823|2319562819|2319562815|2319562813|2319562811|2319562809|2319562807|2319562801|2319562799|2319562797|2319562789|2319562781|2319562779|2319562775|2319562773|2319562771|2319562763|2319562759|2319562757|2319562755|2319562751|2319562749|2319562745|2319562739|2319562737|2319562735|2319562731|2319562729|2319562727|2319562723|2319562701|2319562699|2319562691|2319562689|2319562687|2319562685|2319562681|2319562677|2319562675|2319562667|2319562665|2319562663|2319562659|2319562657|2319562651|2319562647|2319562645|2319562643|2319562641|2319562637|2319562635|2319562627|2319562625|2319562609|2319562607|2319562605|2319562601|2319562599|2319562597|2319562591|2319562583|2319562575|2283789771|2283789344|2283789291|1844048136|557602878|557602876|557602874|1789824774|1789824766|1789824764|1464403035|1464403033|1464403031|1464403029|1464403027|1464403025|1464403023|1464403021|1464403019|1464403017|1464403015|1464403013|1464403011|1464403009|1464403007|1464403005|1122285197|167600049|167600047|167600045|167600043|167600041|167600039|167600037|167600035|167600033|167600031|167600029|167600027|167600025|167600023|167600021|167600019|167600017|167600015|167600013|167600011|167600009|167600007|167600005|167600003|167600001|167599999|167599997|167599995|167599993|167599991|167599989|167599987|167599985|167599983|167599981|167599979|167599977|167599975|167599973|167599971|167599969|167599967|167599965|167599963|167599961|167599959|167599957|167599955|167599953|167599951|167599949|167599947|167599945|167599943|167599941|167599939|167599937|167599935|167599933|167599931|167599929|167599927|167599925|167599923|167599921|167599919|167599917|167599915|167599913|167599911|167599909|167599907|167599905|167599903|167599901|167599899|167599897|167599895|167599893|167599891|167599889|167599887|167599885|167599883|167599881|167599879|167599877|167599875|167599873|167599871|167599869|167599867|167599865|167599863|167599861|167599859|167599857|167599855|167599853|167599851|167599849|167599847|167599845|167599843|167599841|167599839|167599837|167599835|167599833|167599831|167599829|167599827|167599825|167599823|167599821|167599819|167599817|167599815|167599813|167599811|167599809|167599807|167599805|167599803|167599801|167599799|167599797|167599795|167599793|167599791|167599789|167599787|167599785|167599783|167599781|167599779|167599777|167599775|167599773|167599771|167599769|167599767|167599765|167599763|167599761|167599759|167599757|167599755|167599753|167599751|949478705|883743958|883743956|883743954|883743952|883743950|883743948|883743946|883743944|883743942|883743940|883743938|883743936|883743934|883743932|883743930|883743928|883743926|767808767|767807501|564282543",79,"EU300685.1|EU300696.1|EU300678.1|EU300738.1|EU300739.1|MN905176.1|OP038839.1|OP038862.1|OP038871.1|OP038710.1|OP038687.1|OP038865.1|OP038762.1|EU300677.1|EU300772.1|OP038755.1|LC323079.1|EU300649.1|EU300644.1|EU300648.1|EU300646.1|EU300645.1|OP038791.1|OP038727.1|EU300697.1|EU300676.1|OP038883.1|KF369132.1|OP038850.1|EU300668.1|EU300664.1|OP038707.1|OP038732.1|KF737345.1|EU300722.1|OP038804.1|EU300720.1|EU300727.1|EU300715.1|EU300778.1|EU300782.1|EU300769.1|EU300781.1|EU300768.1|EU300780.1|EU300770.1|EU300773.1|OP179786.1|EU300786.1|EU300785.1|OP038831.1|OP038699.1|OP038777.1|KR916844.1|EU300719.1|OP038794.1|OP038689.1|EU300763.1|EU300689.1|EU300699.1|EU300681.1|EU300701.1|KF737344.1|OP038869.1|EU300761.1|KR916837.1|EU300638.1|EU300670.1|EU300671.1|EU300637.1|OP038691.1|EU300725.1|EU300683.1|EU300693.1|EU300695.1|EU300694.1|EU300692.1|EU300700.1|EU300741.1|OP038674.1|OP038872.1|OP038751.1|EU300656.1|KR916841.1|OP038880.1|OP038772.1|OP038764.1|LC323088.1|EU300779.1|EU300775.1|KR916845.1|OP038889.1|EU300713.1|EU300707.1|OP038730.1|LC323074.1|EU300710.1|EU300647.1|OP038768.1|OP038825.1|EU300717.1|OP038879.1|EU300690.1|EU300730.1|KR916838.1|KP255064.1|EU300747.1|EU300750.1|LC323080.1|OP038731.1|OP038829.1|EU300669.1|OP038765.1|OP038875.1|OP038844.1|OP038774.1|EU300711.1|NC_057074.1|MW377219.1","Neanthes diversicolor|Nereis diversicolor","2",316
"Neanthes succinea","Neanthes succinea","annelida","GoMA_census_fauna","Neanthes succinea","Neanthes succinea",3,32,"1942106116|1895829787|1895829773","2432719184|2432718348|2432718318|2432718070|2432717786|1769319099|1769319094|2418910720|2019281723|2186965390|1789824772|1789824770|1789824768|1789824762|1789824760|1789824758|1789824756|1386666088|1386666052|1386665946|1386665926|1386665886|1035662633|1035662565|1035662549|1035662461|1035662033|1035517915|1035517759|1052109361|323134810|465480731",30,"OQ323405.1|OQ322706.1|KU906063.1|OQ322987.1|OQ322972.1|OQ322848.1|MN549459.1|MN549458.1|OQ152962.1|MW825350.1|MT887744.1|MN905175.1|MN905174.1|MN905173.1|MN905170.1|MN905169.1|MN905168.1|MN905167.1|MH235935.1|MH235917.1|MH235864.1|MH235854.1|MH235834.1|KU906105.1|KU906071.1|KU906019.1|KU905805.1|KT959467.1|KT959389.1|KX537503.1|JF293301.1|KC771900.1|NC_051993.1|MN812981.1|MN812982.1","Neanthes succinea","1",35
"Neanthes virens","Neanthes virens","annelida","GoMA_census_fauna","Neanthes virens","Neanthes virens",0,71,"","2319562935|2319562929|2319562883|2319562839|2319562825|2319562747|2319562741|2319562721|2319562719|2319562709|2319562695|2319562629|1769319179|1769319119|1769319114|1769319089|820720685|1509160922|1509160670|1489974065|1489973793|1489970622|1489970345|1489969478|1489969198|1489968502|305653091|305653089|305653087|305653085|305653083|305653081|305653079|305653077|305653075|305653073|305653071|305653069|305653067|305653065|305653063|305653061|305653059|305653057|305653055|305653053|305653051|305653049|305653047|305653045|305653043|305653041|305653039|305653037|305653035|305653033|305653031|305653029|305653027|305653025|305653023|305653021|305653019|305653017|305653015|305653013|299556019|299555915|299555823|1189398900|11181601",30,"OP038854.1|OP038828.1|OP038806.1|OP038799.1|OP038760.1|OP038757.1|OP038747.1|OP038741.1|OP038734.1|KM612233.1|MG421520.1|MG421418.1|MG423459.1|MG423323.1|MG422890.1|MG422752.1|MG422179.1|MG421831.1|HQ023961.1|HQ023960.1|HQ023959.1|HQ023958.1|HQ023956.1|HQ023954.1|OP038851.1|OP038746.1|OP038701.1|MN581740.1|MN549463.1|MN549462.1|MN549457.1|MG422319.1|HQ023968.1|HQ023945.1|HQ023929.1|HQ023967.1|HQ023944.1|HQ023943.1|HQ023935.1|HQ023934.1|GU672510.1|GU672464.1|AF221572.1|HQ023966.1|HQ023965.1|HQ023939.1|HQ023936.1|HQ023964.1|HQ023962.1|HQ023951.1|HQ023946.1|HQ023963.1|HQ023957.1|HQ023955.1|HQ023953.1|HQ023952.1|HQ023950.1|HQ023949.1|HQ023948.1|HQ023940.1|HQ023947.1|HQ023942.1|HQ023938.1|HQ023941.1|HQ023937.1|HQ023933.1|HQ023932.1|HQ023931.1|HQ023930.1|GU672562.1|KX781845.1","Neanthes virens","1",71
"Nectonema agile","Nectonema agile","nematomorpha","GoMA_census_fauna","Nectonema agile","Nectonema agile",0,0,"","",NA,"na","na","na",0
"Nematocarcinus cursor","Nematocarcinus cursor","arthropoda","GoMA_census_fauna","Nematocarcinus cursor","Nematocarcinus cursor",0,0,"","",NA,"na","na","na",0
"Nematocarcinus rotundus","Nematocarcinus rotundus","arthropoda","GoMA_census_fauna","Nematocarcinus rotundus","Nematocarcinus rotundus",0,2,"","2075456284|2075456282",2,"MZ681541.1|MZ681540.1","Nematocarcinus rotundus","1",2
"Nematostella vectensis","Nematostella vectensis","cnidaria","GoMA_census_fauna","Nematostella vectensis","Nematostella vectensis",0,12,"","1391840448|1391840356|1391840240|1391840230|1391840178|1391840166|1391840164|1391840150|1391840024|108598377|108598375|108598373",4,"MH087700.1|MH087654.1|MH087596.1|MH087591.1|MH087565.1|MH087559.1|MH087558.1|MH087551.1|MH087488.1|DQ538494.1|DQ538493.1|DQ538492.1","Nematostella vectensis","1",12
"Nemertesia americana","Nemertesia americana","cnidaria","GoMA_census_fauna","Nemertesia americana","Nemertesia americana",0,0,"","",NA,"na","na","na",0
"Nemertesia antennina","Nemertesia antennina","cnidaria","GoMA_census_fauna","Nemertesia antennina","Nemertesia antennina",0,4,"","1430075966|1430074502|1551495176|1551495174",4,"MG935358.1|MG934876.1|MH282746.1|MH282745.1","Nemertesia antennina","1",4
"Nemopsis bachei","Nemopsis bachei","cnidaria","GoMA_census_fauna","Nemopsis bachei","Nemopsis bachei",0,19,"","2432718992|2432717804|1563835512|1391840328|1391840156|1137301296|1137301294|1137301292|1137301290|1137301288|1137301286|1137301284|1137301282|410107764|515424781|515424778|515424775|515424772|515424770",15,"OQ323309.1|OQ322715.1|MK308284.1|MH087640.1|MH087554.1|KX265109.1|KX265108.1|KX265106.1|KX265107.1|KX265105.1|KX265104.1|KX265103.1|KX265102.1|JQ716072.1|KC440115.1|KC440114.1|KC440112.1|KC440113.1|KC440111.1","Nemopsis bachei","1",19
"Neoamphitrite affinis","Neoamphitrite affinis","annelida","GoMA_census_fauna","Neoamphitrite affinis","Neoamphitrite affinis",1,1,"2076239672","1829002805",2,"MT167006.1|MZ326700.1","Neoamphitrite affinis","1",2
"Neobrachiella rostrata","Neobrachiella rostrata","arthropoda","GoMA_census_fauna","Neobrachiella rostrata","Neobrachiella rostrata",0,0,"","",NA,"na","na","na",0
"Neochildia fusca","Neochildia fusca","platyhelminthes","GoMA_census_fauna","Neochildia fusca","Neochildia fusca",0,1,"","378781160",1,"FR837876.1","Neochildia fusca","1",1
"Neoechinorhynchus rostratum","Neoechinorhynchus rostratum","acanthocephala","GoMA_census_fauna","Neoechinorhynchus rostratum","Neoechinorhynchus rostratum",0,0,"","",NA,"na","na","na",0
"Neoleanira tetragona","Neoleanira tetragona","annelida","GoMA_census_fauna","Neoleanira tetragona","Neoleanira tetragona",0,1,"","61651961",1,"AY839582.1","Neoleanira tetragona","1",1
"Nephasoma diaphanes","Nephasoma diaphanes","annelida","GoMA_census_fauna","Nephasoma diaphanes","Nephasoma diaphanes",0,1,"","86372566",1,"DQ300128.1","Nephasoma diaphanes","1",1
"Nephasoma diaphanes diaphanes","Nephasoma diaphanes diaphanes","annelida","GoMA_census_fauna","Nephasoma diaphanes diaphanes","Nephasoma diaphanes diaphanes",0,0,"","",NA,"na","na","na",0
"Nephasoma eremita","Nephasoma eremita","annelida","GoMA_census_fauna","Nephasoma eremita","Nephasoma eremita",0,0,"","",NA,"na","na","na",0
"Nephtys bucera","Nephtys bucera","annelida","GoMA_census_fauna","Nephtys bucera","Nephtys bucera",0,0,"","",NA,"na","na","na",0
"Nephtys caeca","Nephtys caeca","annelida","GoMA_census_fauna","Nephtys caeca","Nephtys caeca",0,20,"","1509160131|1509159787|1354702638|1354702636|1354702622|1354702298|1354702226|1354702222|1354702154|1354702126|1354701944|1354701920|1354701754|1354701548|1354701538|1354701490|1354701460|1354701320|1354701284|304416392",14,"MG421206.1|MG421078.1|MF121678.1|MF121677.1|MF121128.1|MF121670.1|MF121508.1|MF121470.1|MF121236.1|MF121001.1|MF121472.1|MF121331.1|MF121436.1|MF121422.1|MF121319.1|MF121133.1|MF121104.1|MF121089.1|MF121019.1|HM473493.1","Nephtys caeca","1",20
"Nephtys ciliata","Nephtys ciliata","annelida","GoMA_census_fauna","Nephtys ciliata","Nephtys ciliata",0,1,"","305653375",1,"HQ024110.1","Nephtys ciliata","1",1
"Nephtys discors","Nephtys discors","annelida","GoMA_census_fauna","Nephtys discors","Nephtys discors",0,0,"","",NA,"na","na","na",0
"Nephtys incisa","Nephtys incisa","annelida","GoMA_census_fauna","Nephtys incisa","Nephtys incisa",0,1,"","1015812470",1,"KT307667.1","Nephtys incisa","1",1
"Nephtys longosetosa","Nephtys longosetosa","annelida","GoMA_census_fauna","Nephtys longosetosa","Nephtys longosetosa",0,25,"","313747958|313582208|313582206|313582204|313582202|313582200|313582198|304417162|304417160|304417158|304417154|304417152|304417150|304417148|299555521|299555297|299555293|299555261|299555189|299555131|299555129|299555127|299555125|304417164|304417156",21,"HM904907.1|HM906752.1|HM906751.1|HM906750.1|HM906749.1|HM906748.1|HM906747.1|HQ023590.1|HQ023591.1|HQ023589.1|HQ023588.1|HQ023585.1|HQ023586.1|HQ023584.1|HQ023583.1|HQ023587.1|GU672313.1|GU672201.1|GU672199.1|GU672183.1|GU672147.1|GU672118.1|GU672117.1|GU672116.1|GU672115.1","Nephtys longosetosa","1",25
"Nephtys paradoxa","Nephtys paradoxa","annelida","GoMA_census_fauna","Nephtys paradoxa","Nephtys paradoxa",0,5,"","2442278421|2200811486|2200811474|2200811456|289470491",5,"OQ417204.1|OM859447.1|OM859441.1|OM859432.1|GU179412.1","Nephtys paradoxa","1",5
"Nephtys picta","Nephtys picta","annelida","GoMA_census_fauna","Nephtys picta","Nephtys picta",0,0,"","",NA,"na","na","na",0
"Neptunea despecta","Neptunea despecta","mollusca","GoMA_census_fauna","Neptunea despecta","Neptunea despecta",0,4,"","2032036535|1847770322|1430075779|1430074851",4,"MW077029.1|MN752198.1|MG935297.1|MG934994.1","Neptunea despecta","1",4
"Neptunea lyrata decemcostata","Neptunea lyrata decemcostata","mollusca","GoMA_census_fauna","Neptunea lyrata decemcostata","Neptunea lyrata decemcostata",0,1,"","197131237",1,"EU883625.1","Neptunea lyrata decemcostata","1",1
"Nereimyra punctata","Nereimyra punctata","annelida","GoMA_census_fauna","Nereimyra punctata","Nereimyra punctata",0,13,"","299556009|299555973|299555853|299555765|90901860|56236435|56236433|56236431|56236429|56236427|56236425|56236423|56236421",10,"GU672557.1|GU672539.1|GU672479.1|GU672435.1|DQ442566.1|AY644796.1|AY644795.1|AY644789.1|AY644794.1|AY644793.1|AY644792.1|AY644791.1|AY644790.1","Nereimyra punctata","1",13
"Nereis diversicolor","Nereis diversicolor","annelida","GoMA_census_fauna","Nereis diversicolor","Nereis diversicolor",2,314,"2088245908|1956753224","2319563021|2319563017|2319563015|2319563007|2319563005|2319563001|2319562997|2319562993|2319562991|2319562987|2319562985|2319562977|2319562975|2319562973|2319562971|2319562969|2319562967|2319562965|2319562963|2319562957|2319562951|2319562949|2319562947|2319562941|2319562933|2319562931|2319562927|2319562923|2319562919|2319562917|2319562915|2319562913|2319562905|2319562901|2319562893|2319562889|2319562887|2319562885|2319562877|2319562875|2319562871|2319562867|2319562865|2319562861|2319562857|2319562855|2319562851|2319562847|2319562843|2319562837|2319562835|2319562833|2319562829|2319562827|2319562823|2319562819|2319562815|2319562813|2319562811|2319562809|2319562807|2319562801|2319562799|2319562797|2319562789|2319562781|2319562779|2319562775|2319562773|2319562771|2319562763|2319562759|2319562757|2319562755|2319562751|2319562749|2319562745|2319562739|2319562737|2319562735|2319562731|2319562729|2319562727|2319562723|2319562701|2319562699|2319562691|2319562689|2319562687|2319562685|2319562681|2319562677|2319562675|2319562667|2319562665|2319562663|2319562659|2319562657|2319562651|2319562647|2319562645|2319562643|2319562641|2319562637|2319562635|2319562627|2319562625|2319562609|2319562607|2319562605|2319562601|2319562599|2319562597|2319562591|2319562583|2319562575|2283789771|2283789344|2283789291|1844048136|557602878|557602876|557602874|1789824774|1789824766|1789824764|1464403035|1464403033|1464403031|1464403029|1464403027|1464403025|1464403023|1464403021|1464403019|1464403017|1464403015|1464403013|1464403011|1464403009|1464403007|1464403005|1122285197|167600049|167600047|167600045|167600043|167600041|167600039|167600037|167600035|167600033|167600031|167600029|167600027|167600025|167600023|167600021|167600019|167600017|167600015|167600013|167600011|167600009|167600007|167600005|167600003|167600001|167599999|167599997|167599995|167599993|167599991|167599989|167599987|167599985|167599983|167599981|167599979|167599977|167599975|167599973|167599971|167599969|167599967|167599965|167599963|167599961|167599959|167599957|167599955|167599953|167599951|167599949|167599947|167599945|167599943|167599941|167599939|167599937|167599935|167599933|167599931|167599929|167599927|167599925|167599923|167599921|167599919|167599917|167599915|167599913|167599911|167599909|167599907|167599905|167599903|167599901|167599899|167599897|167599895|167599893|167599891|167599889|167599887|167599885|167599883|167599881|167599879|167599877|167599875|167599873|167599871|167599869|167599867|167599865|167599863|167599861|167599859|167599857|167599855|167599853|167599851|167599849|167599847|167599845|167599843|167599841|167599839|167599837|167599835|167599833|167599831|167599829|167599827|167599825|167599823|167599821|167599819|167599817|167599815|167599813|167599811|167599809|167599807|167599805|167599803|167599801|167599799|167599797|167599795|167599793|167599791|167599789|167599787|167599785|167599783|167599781|167599779|167599777|167599775|167599773|167599771|167599769|167599767|167599765|167599763|167599761|167599759|167599757|167599755|167599753|167599751|949478705|883743958|883743956|883743954|883743952|883743950|883743948|883743946|883743944|883743942|883743940|883743938|883743936|883743934|883743932|883743930|883743928|883743926|767808767|767807501|564282543",49,"LC323089.1|OP038868.1|OP038750.1|OP038897.1|KR916843.1|EU300732.1|EU300758.1|OP179858.1|EU300784.1|OP038793.1|LC323086.1|EU300760.1|LC323081.1|KR916836.1|OP038759.1|EU300749.1|EU300746.1|LC323087.1|OP038853.1|EU300687.1|EU300708.1|OP038848.1|EU300682.1|EU300756.1|EU300684.1|EU300686.1|OP038824.1|EU300759.1|OP038686.1|OP038736.1|EU300672.1|KR916834.1|KR916846.1|EU300703.1|OP038846.1|OP038814.1|EU300751.1|OP038720.1|KP254431.1|OP038737.1|OP038682.1|OP038812.1|OP038690.1|LC323084.1|EU300734.1|EU300728.1|EU300688.1|MT499119.1|EU300731.1|EU300729.1|OP038752.1|KR916842.1|OP038709.1|OP038890.1|LC323078.1","Nereis diversicolor","1",316
"Nereis grayi","Nereis grayi","annelida","GoMA_census_fauna","Nereis grayi","Nereis grayi",0,0,"","",NA,"na","na","na",0
"Nereis pelagica","Nereis pelagica","annelida","GoMA_census_fauna","Nereis pelagica","Nereis pelagica",0,15,"","2070381833|2070381827|2070381767|2070381757|2070381749|2070381737|2070381717|2070381715|2070381713|2070381707|1489969901|883744050|883744048|883744046|395616709",11,"MZ580828.1|MZ580795.1|MZ580786.1|MZ580780.1|MZ580825.1|MZ580790.1|MZ580769.1|MZ580770.1|MZ580768.1|MZ580765.1|MG422530.1|KR916896.1|KR916895.1|KR916894.1|JN852947.1","Nereis pelagica","1",15
"Nereis zonata","Neris zonata","annelida","GoMA_census_fauna","Neris zonata","Nereis zonata",2,5,"1999117718|1914010151","305653965|305653963|305653959|305653957|305653961",5,"HQ024405.1|HQ024404.1|HQ024403.1|HQ024402.1|HQ024401.1|NC_053360.1|MT980928.1","Nereis zonata","1",7
"Nerilla antennata","Nerilla antennata","annelida","GoMA_census_fauna","Nerilla antennata","Nerilla antennata",0,0,"","",NA,"na","na","na",0
"Nesippus orientalis","Nesippus orientalis","arthropoda","GoMA_census_fauna","Nesippus orientalis","Nesippus orientalis",0,47,"","217031123|217031121|217031119|217031117|260176565|260176563|260176561|260176559|260176557|260176555|260176553|260176551|260176549|260176547|260176545|260176543|260176541|260176539|260176537|260176535|260176533|260176531|260176529|260176527|260176525|260176523|260176521|260176519|260176517|260176515|260176513|260176511|260176509|260176507|260176505|260176503|260176501|260176499|260176497|260176495|260176493|260176491|260176489|260176487|260176485|260176483|260176481",39,"FJ447383.1|FJ447382.1|FJ447381.1|FJ447380.1|GQ369505.1|GQ369502.1|GQ369480.1|GQ369471.1|GQ369504.1|GQ369503.1|GQ369501.1|GQ369484.1|GQ369500.1|GQ369499.1|GQ369497.1|GQ369498.1|GQ369496.1|GQ369495.1|GQ369494.1|GQ369493.1|GQ369478.1|GQ369492.1|GQ369491.1|GQ369490.1|GQ369489.1|GQ369488.1|GQ369487.1|GQ369486.1|GQ369485.1|GQ369483.1|GQ369474.1|GQ369482.1|GQ369481.1|GQ369479.1|GQ369477.1|GQ369476.1|GQ369475.1|GQ369473.1|GQ369472.1|GQ369470.1|GQ369469.1|GQ369468.1|GQ369467.1|GQ369466.1|GQ369465.1|GQ369464.1|GQ369463.1","Nesippus orientalis","1",47
"Neverita duplicata","Neverita duplicata","mollusca","GoMA_census_fauna","Neverita duplicata","Neverita duplicata",0,8,"","170181334|170181332|170181330|170181328|1563835510|1563835066|1391840438|1391840196",8,"EU492409.1|EU492408.1|EU492407.1|EU492406.1|MK308283.1|MK308043.1|MH087695.1|MH087574.1","Neverita duplicata","1",8
"Nicolea venustula","Nicolea venustula","annelida","GoMA_census_fauna","Nicolea venustula","Nicolea venustula",0,1,"","2250419668",1,"ON716039.1","Nicolea venustula","1",1
"Nicolea zostericola","Nicolea zostericola","annelida","GoMA_census_fauna","Nicolea zostericola","Nicolea zostericola",0,24,"","1354702586|1354702322|1354702264|1354702100|1354701870|1354701756|305653977|304417220|304417218|299556105|299556017|299556013|299555993|299555967|299555965|299555953|299555949|299555947|299555945|305653971|305653969|305653975|305653973|305653967",17,"MF121652.1|MF121520.1|MF121294.1|MF121491.1|MF121409.1|MF121237.1|HQ024411.1|HQ023619.1|HQ023618.1|GU672605.1|GU672561.1|GU672559.1|GU672549.1|GU672536.1|GU672535.1|GU672529.1|GU672527.1|GU672526.1|GU672525.1|HQ024408.1|HQ024407.1|HQ024410.1|HQ024409.1|HQ024406.1","Nicolea zostericola","1",24
"Nicomache lumbricalis","Nicomache lumbricalis","annelida","GoMA_census_fauna","Nicomache lumbricalis","Nicomache lumbricalis",0,3,"","1372157901|1372157899|1372157897",3,"MG975595.1|MG975594.1|MG975593.1","Nicomache lumbricalis","1",3
"Ninoe nigripes","Ninoe nigripes","annelida","GoMA_census_fauna","Ninoe nigripes","Ninoe nigripes",0,38,"","305653481|305653479|305653477|305653475|305653473|305653471|305653469|305653467|305653465|305653463|305653461|305653459|305653457|305653455|305653453|305653451|305653449|305653447|305653445|305653443|305653441|305653439|305653437|305653435|305653433|305653431|305653429|305653427|305653425|305653423|305653421|305653419|305653417|305653415|305653413|305653411|305653409|61652105",34,"HQ024163.1|HQ024162.1|HQ024161.1|HQ024160.1|HQ024159.1|HQ024158.1|HQ024157.1|HQ024156.1|HQ024155.1|HQ024154.1|HQ024139.1|HQ024153.1|HQ024152.1|HQ024151.1|HQ024150.1|HQ024149.1|HQ024148.1|HQ024147.1|HQ024146.1|HQ024143.1|HQ024145.1|HQ024144.1|HQ024142.1|HQ024141.1|HQ024140.1|HQ024138.1|HQ024134.1|HQ024130.1|HQ024137.1|HQ024136.1|HQ024135.1|HQ024133.1|HQ024132.1|HQ024131.1|HQ024129.1|HQ024128.1|HQ024127.1|AY838871.1","Ninoe nigripes","1",38
"Nipponnemertes pulcher","Nipponnemertes pulcher","nemertea","GoMA_census_fauna","Nipponnemertes pulcher","Nipponnemertes pulcher",0,15,"","2186189703|1597687374|1004124993|1004124643|1004124641|1004124639|1004124631|833205477|833205474|833205472|833205470|833205468|833205461|833205458|321172155",10,"OM456717.1|KP697761.1|MH106527.1|KU839981.1|KU839806.1|KU839804.1|KU839800.1|KU839805.1|KP697767.1|KP697766.1|KP697765.1|KP697763.1|KP697762.1|KP697764.1|HQ848597.1","Nipponnemertes pulcher","1",15
"Nitzia superba","Nitzia superba","platyhelminthes","GoMA_census_fauna",NA,NA,0,0,"","",NA,"na","na","na",0
"Nitzschia sturionis","Nitzschia sturionis","platyhelminthes","GoMA_census_fauna","Nitzschia sturionis","Nitzschia sturionis",0,0,"","",NA,"na","na","na",0
"Nolella stipata","Nolella stipata","bryozoan","GoMA_census_fauna","Nolella stipata","Nolella stipata",0,2,"","2432718692|2432717826",2,"OQ323159.1|OQ322726.1","Nolella stipata","1",2
"Nothria conchylega","Nothria conchylega","annelida","GoMA_census_fauna","Nothria conchylega","Nothria conchylega",0,7,"","2449198033|2449198021|2449198019|2449198011|2449198007|2201040755|1489968622",7,"OM782397.1|OM782391.1|OM782390.1|OM782386.1|OM782384.1|OM688237.1|MG421891.1","Nothria conchylega","1",7
"Notodelphys agilis","Notodelphys agilis","arthropoda","GoMA_census_fauna","Notodelphys agilis","Notodelphys agilis",0,0,"","",NA,"na","na","na",0
"Notomastus latericeus","Notomastus latericeus","annelida","GoMA_census_fauna","Notomastus latericeus","Notomastus latericeus",0,5,"","2425641327|2425641325|1827390287|1827390285|1827390283",5,"OQ224687.1|OQ224686.1|MN256613.1|MN256612.1|MN256611.1","Notomastus latericeus","1",5
"Notoplana atomata","Notoplana atomata","platyhelminthes","GoMA_census_fauna","Notoplana atomata","Notoplana atomata",0,1,"","2044092536",1,"MZ273074.1","Notoplana atomata","1",1
