"source_binomial","source","submitted_name","matched_name2","search_name","n_mitogenome","n_target","ids_mitogenome","ids_target"
"Bairdiella chrysoura","ReneeFrancolini_MaineFish","Bairdiella chrysoura","Bairdiella chrysoura","Bairdiella chrysoura","0","7","","2309725949|1515576487|1515576486|1515576485|1515576484|1515576483|1442773649"
"Balistes capriscus","ReneeFrancolini_MaineFish","Balistes capriscus","Balistes capriscus","Balistes capriscus","0","6","","2282139872|1843818472|1041013898|557745748|56684220|112361596"
"Bartramia longicauda","HarrisonGoldspiel_LandVertsNortheast","Bartramia longicauda","Bartramia longicauda","Bartramia longicauda","0","1","","190411499"
"Bathytoshia centroura","ReneeFrancolini_MaineFish","Bathytoshia centroura","Bathytoshia centroura","Bathytoshia centroura","2","5","2172620982|2020640423","1515576502|1515576501|1515576500|1515576499|1515576498"
"Blarina brevicauda","HarrisonGoldspiel_LandVertsNortheast","Blarina brevicauda","Blarina brevicauda","Blarina brevicauda","2","2","1693289925|1681061976","765370|173892"
"Bombycilla cedrorum","HarrisonGoldspiel_LandVertsNortheast","Bombycilla cedrorum","Bombycilla cedrorum","Bombycilla cedrorum","0","0","",""
"Bombycilla garrulus","HarrisonGoldspiel_LandVertsNortheast","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","3","1","2255174161|1998563168|1910802886","13928487"
"Bonasa umbellus","HarrisonGoldspiel_LandVertsNortheast","Bonasa umbellus","Bonasa umbellus","Bonasa umbellus","0","3","","511636272|6970156|2213691"
"Botaurus lentiginosus","HarrisonGoldspiel_LandVertsNortheast","Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","0","1","","94471935"
"Brachyramphus perdix","HarrisonGoldspiel_LandVertsNortheast","Brachyramphus perdix","Brachyramphus perdix","Brachyramphus perdix","0","1","","148466773"
"Branta bernicula","HarrisonGoldspiel_LandVertsNortheast","Branta bernicula","Branta bernicula","Branta bernicula","0","0","",""
"Branta canadensis","HarrisonGoldspiel_LandVertsNortheast","Branta canadensis","Branta canadensis","Branta canadensis","2","1","63004234|66276016","6318717"
"Branta hutchinsii","HarrisonGoldspiel_LandVertsNortheast","Branta hutchinsii","Branta hutchinsii","Branta hutchinsii","0","0","",""
"Branta leucopsis","HarrisonGoldspiel_LandVertsNortheast","Branta leucopsis","Branta leucopsis","Branta leucopsis","0","0","",""
"Brevoortia tyrannus","ReneeFrancolini_MaineFish","Brevoortia tyrannus","Brevoortia tyrannus","Brevoortia tyrannus","1","9","299823704","1780281965|1726207854|1129799464|1129799463|1129799462|1129799461|184073887|117671435|157649151"
"Brosme brosme","ReneeFrancolini_MaineFish","Brosme brosme","Brosme brosme","Brosme brosme","3","5","2248499876|2119746849|2120245538","2044822656|1918447666|985567161|155090605|14485460"
"Bubo scandiacus","HarrisonGoldspiel_LandVertsNortheast","Bubo scandiacus","Bubo scandiacus","Bubo scandiacus","2","1","1442313535|1391899343","2213733"
"Bubo virginianus","HarrisonGoldspiel_LandVertsNortheast","Bubo virginianus","Bubo virginianus","Bubo virginianus","0","2","","7339793|2213692"
"Bubulcus ibis","HarrisonGoldspiel_LandVertsNortheast","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","3","2","668349782|733386390|602625204","94471936|33309285"
"Bucephala albeola","HarrisonGoldspiel_LandVertsNortheast","Bucephala albeola","Bucephala albeola","Bucephala albeola","1","0","2029858641",""
"Bucephala clangula","HarrisonGoldspiel_LandVertsNortheast","Bucephala clangula","Bucephala clangula","Bucephala clangula","1","1","2029858599","6318714"
"Bucephala islandica","HarrisonGoldspiel_LandVertsNortheast","Bucephala islandica","Bucephala islandica","Bucephala islandica","1","0","2029858571",""
"Buteo albonotatus","HarrisonGoldspiel_LandVertsNortheast","Buteo albonotatus","Buteo albonotatus","Buteo albonotatus","0","2","","281307508|281307507"
"Buteo jamaicensis","HarrisonGoldspiel_LandVertsNortheast","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","0","3","","281307524|281307523|37538038"
"Buteo lagopus","HarrisonGoldspiel_LandVertsNortheast","Buteo lagopus","Buteo lagopus","Buteo lagopus","2","3","992329818|820957780","41350600|281307527|281307526"
"Buteo lineatus","HarrisonGoldspiel_LandVertsNortheast","Buteo lineatus","Buteo lineatus","Buteo lineatus","0","2","","281307529|281307528"
"Buteo platypterus","HarrisonGoldspiel_LandVertsNortheast","Buteo platypterus","Buteo platypterus","Buteo platypterus","0","2","","281307537|281307536"
"Buteo swainsoni","HarrisonGoldspiel_LandVertsNortheast","Buteo swainsoni","Buteo swainsoni","Buteo swainsoni","0","2","","281307551|281307550"
"Butorides striatus","HarrisonGoldspiel_LandVertsNortheast","Butorides striatus","Butorides striatus","Butorides striatus","2","0","733386462|602625320",""
"Butorides virescens","HarrisonGoldspiel_LandVertsNortheast","Butorides virescens","Butorides virescens","Butorides virescens","0","1","","1961335048"
"Calamospiza melanocorys","HarrisonGoldspiel_LandVertsNortheast","Calamospiza melanocorys","Calamospiza melanocorys","Calamospiza melanocorys","0","1","","21644725"
"Calcarius lapponicus","HarrisonGoldspiel_LandVertsNortheast","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","0","0","",""
"Calcarius ornatus","HarrisonGoldspiel_LandVertsNortheast","Calcarius ornatus","Calcarius ornatus","Calcarius ornatus","2","0","1998563532|1910803292",""
"Calcarius pictus","HarrisonGoldspiel_LandVertsNortheast","Calcarius pictus","Calcarius pictus","Calcarius pictus","0","0","",""
"Calidris acuminata","HarrisonGoldspiel_LandVertsNortheast","Calidris acuminata","Calidris acuminata","Calidris acuminata","0","1","","501418538"
"Calidris alba","HarrisonGoldspiel_LandVertsNortheast","Calidris alba","Calidris alba","Calidris alba","2","1","2192928141|2176177065","501418539"
"Calidris alpina","HarrisonGoldspiel_LandVertsNortheast","Calidris alpina","Calidris alpina","Calidris alpina","2","1","2192928127|2176177049","501418540"
"Calidris bairdii","HarrisonGoldspiel_LandVertsNortheast","Calidris bairdii","Calidris bairdii","Calidris bairdii","0","1","","501418541"
"Calidris canutus","HarrisonGoldspiel_LandVertsNortheast","Calidris canutus","Calidris canutus","Calidris canutus","0","2","","501418542|190411501"
"Calidris falcinellus","HarrisonGoldspiel_LandVertsNortheast","Calidris falcinellus","Calidris falcinellus","Calidris falcinellus","0","0","",""
"Calidris ferruginea","HarrisonGoldspiel_LandVertsNortheast","Calidris ferruginea","Calidris ferruginea","Calidris ferruginea","0","1","","501418543"
"Calidris himantopus","HarrisonGoldspiel_LandVertsNortheast","Calidris himantopus","Calidris himantopus","Calidris himantopus","0","2","","501418545|190411523"
"Calidris maritima","HarrisonGoldspiel_LandVertsNortheast","Calidris maritima","Calidris maritima","Calidris maritima","0","1","","501418546"
"Calidris mauri","HarrisonGoldspiel_LandVertsNortheast","Calidris mauri","Calidris mauri","Calidris mauri","0","1","","501418547"
"Calidris melanotos","HarrisonGoldspiel_LandVertsNortheast","Calidris melanotos","Calidris melanotos","Calidris melanotos","0","1","","501418548"
"Calidris minuta","HarrisonGoldspiel_LandVertsNortheast","Calidris minuta","Calidris minuta","Calidris minuta","0","1","","501418549"
"Calidris minutilla","HarrisonGoldspiel_LandVertsNortheast","Calidris minutilla","Calidris minutilla","Calidris minutilla","0","1","","501418550"
"Calidris pugnax","HarrisonGoldspiel_LandVertsNortheast","Calidris pugnax","Calidris pugnax","Calidris pugnax","2","9","1829774965|1827879566","253993158|961009131|961009129|961005476|961004846|960998419|960987055|501418562|190411530"
"Calidris pusilla","HarrisonGoldspiel_LandVertsNortheast","Calidris pusilla","Calidris pusilla","Calidris pusilla","0","1","","501418552"
"Calidris ruficollis","HarrisonGoldspiel_LandVertsNortheast","Calidris ruficollis","Calidris ruficollis","Calidris ruficollis","2","1","1583107091|1419306119","501418553"
"Calidris subruficollis","HarrisonGoldspiel_LandVertsNortheast","Calidris subruficollis","Calidris subruficollis","Calidris subruficollis","0","2","","501418564|190411544"
"Calidris tenuirostris","HarrisonGoldspiel_LandVertsNortheast","Calidris tenuirostris","Calidris tenuirostris","Calidris tenuirostris","4","1","2129077105|1829767326|1818407410|1789850843","501418556"
"Calidris virgata","HarrisonGoldspiel_LandVertsNortheast","Calidris virgata","Calidris virgata","Calidris virgata","0","0","",""
"Calonectris diomedea","HarrisonGoldspiel_LandVertsNortheast","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","0","2","","28188500|1870717"
"Calypte anna","HarrisonGoldspiel_LandVertsNortheast","Calypte anna","Calypte anna","Calypte anna","0","5","","1726076570|1726076568|1726076566|1726076564|1726076562"
"Camptorhynchus labradorius","HarrisonGoldspiel_LandVertsNortheast","Camptorhynchus labradorius","Camptorhynchus labradorius","Camptorhynchus labradorius","0","1","","113120241"
"Canis latrans","HarrisonGoldspiel_LandVertsNortheast","Canis latrans","Canis latrans","Canis latrans","39","1","2065489179|2065489165|2065489151|2065489137|2065489123|2065489109|2065489095|2065489081|2065489067|2065489053|2065489039|2057494594|2057494580|2057494566|2057494552|2057494538|2057494468|2057494454|2057494440|2057494426|2057494412|2057494398|2057494384|2057494370|2057494300|2057494244|2057494230|2057494216|2057494202|2057494188|2057494174|2057494160|2057494146|2057494132|189494332|91702703|91702689|91702675|108561416","2231343"
"Canis lupus","HarrisonGoldspiel_LandVertsNortheast","Canis lupus","Canis lupus","Canis lupus","1419","156","2293037019|2192929245|2172949783|2172949769|2172949755|2172949741|2172949727|2172949699|2172949685|2172949671|2172949657|2172949643|2172949629|2172949615|2172949601|2172949587|2172949573|2172949559|2172949545|2172949531|2172949517|2172949503|2172949489|2172949475|2172949461|2172949447|2172949433|2172949419|2172949405|2172949391|2172949377|2172949363|2172949349|2172949335|2172949321|2172949307|2172949293|2172949279|2172949265|2172949251|2172949237|2172949223|2172949209|2172949195|2172949181|2172949167|2172949153|2172949139|2172949125|2172949111|2172949097|2172949083|2172949069|2172949055|2172949041|2172949027|2172949013|2172948999|2172948985|2172948971|2172948957|2172948943|2172948929|2172948915|2172948901|2172948887|2172948873|2172948859|2172948845|2172948831|2172948817|2172948803|2172948789|2172948775|2120245650|2065489277|2065489263|2065489249|2065489235|2065489221|2065489207|2065489193|2065489025|2065489011|2065488983|2065488969|2065488955|2065488941|2065488927|2065488913|2065488899|2065488885|2065488871|2065488857|2065488843|2065488829|2065488815|2065488801|2065488787|2065488773|2065488759|2065488745|2065488731|2065488717|2065488703|2065488689|2065488675|2065488661|2065488647|2065488633|2065488619|2065488605|2065488591|2065488577|2065488563|2057495986|2057495972|2057494524|2057494510|2057494496|2057494286|2057494272|17737322|1994285595|1988360289|1951773529|224813811|166066397|166066383|166066369|166066355|166066341|166066327|166066313|166066299|166066285|166066271|166066257|166066243|166066229|166066215|166066201|166066187|166066173|166066159|166066145|166066131|166066117|166066103|166066089|166066075|166066061|166066047|166066033|166066019|166065991|166065977|166065963|166065949|166065935|166065921|166065907|166065893|166065879|166065865|166065851|166065837|166065823|166065809|166065795|166065781|166065767|166065753|166065739|166065725|166065711|166065697|166065683|166065669|166065655|166065641|166065627|166065613|166065599|166065585|166065571|166065557|166065543|166065529|166065515|1731507019|1482320667|1680395724|20072570|20072558|20072549|20072541|20072493|20072473|20072470|20072440|20072429|20072407|20072258|20072184|20072179|20072176|20072173|20072137|20072130|20072116|20072066|20072063|20072027|20072005|20071998|20071985|20071850|20071766|20071742|20071559|20071556|20071551|20071486|20071459|20071411|20071401|20071390|20071381|20071373|20071355|20071343|20071340|20071325|20071319|20071249|20071044|20071004|20070970|20070956|20070953|20070910|20070887|20070884|20070882|20070872|20070866|20070857|20070791|20070761|20070692|20070629|20070626|20070625|20070624|20070623|20070614|20070600|20070592|20070590|20070585|20070567|20070564|19057189|19057181|19057180|19057162|19057153|19057150|19057117|19057100|19057099|19057091|19057081|19057078|19057075|19057071|19057066|19057064|19057053|19057052|19057051|19057042|19057031|19057030|19057028|19056975|19056969|19056956|19056955|1480117475|1480117461|1407507487|1407507473|1407507459|1407507445|1406947981|169822860|1227418917|1227418903|1128620075|1128620061|966798673|1064271358|1064271330|1064271316|1064271302|1064271288|1064271274|1064271260|1064271246|1064271218|1064271176|1064271162|1064271148|1064271134|1064271107|1064271079|1050768809|1050768795|1050768781|1050768767|1050768753|1050768739|1050768725|1050768711|1050768697|1050768683|1050768669|189494318|189494304|189494290|189494276|189494262|189494248|189494234|189494220|189494206|189494192|189494178|189494164|189494150|189494136|189494122|189494108|189494094|189494080|189494066|189494052|189494038|189494024|189494010|189493996|189493982|189493968|189493954|189493940|189493926|189493912|189493898|189493884|189493870|189493856|189493842|189493828|189493814|189493800|189493786|189493772|189493758|189493744|189493730|189493716|189493702|189493688|189493674|189493660|189493646|189493632|189493618|189493604|189493590|189493576|189493562|189493548|189493534|189493520|189493506|189493492|189493478|189493464|189493450|189493436|189493422|189493408|189493394|189493380|189493366|189493352|189493338|189493324|189493310|189493296|189493282|189493268|189493254|189493240|189493226|189493212|189493198|189493184|189493170|189493156|189493142|189493128|189493114|189493100|189493086|189493072|189493058|189493044|189493030|189493016|189493002|189492988|189492974|189492960|189492946|189492932|189492918|189492904|189492890|189492876|189492862|189492848|189492834|189492820|189492806|189492792|189492778|189492764|189492750|189492736|189492722|189492708|189492694|189492680|189492666|189492652|189492638|189492624|189492610|189492596|189492582|189492568|189492554|189492540|189492526|189492512|189492498|189492484|189492470|189492456|189492442|189492428|189492414|189492400|189492386|189492372|189492358|189492344|189492330|189492316|189492302|189492288|189492274|189492260|189492246|189492232|189492218|91702661|91702647|91702633|91702619|91702605|91702591|91702577|91702563|91702549|91702535|91702521|91702507|91702493|91702479|91702465|91702451|91702437|91702423|91702409|91702395|51872055|50302057|50302043|50302029|50302015|50302001|50301987|50301973|50301959|50301945|50301931|50301917|50301903|50301889|50301875|50301861|50301847|50301833|50301819|50301805|7534303|294679605|254028453|225543944|225543930|225543916|225543902|225543888|225543874|225543860|222431907|1028336111|1028336097|1028336083|1028336069|1028336055|1028336041|1028336027|1028336013|1028335999|1028335985|1028335971|1028335957|1028335943|1028335929|1028335915|1028335901|1028335887|1028335873|1028335859|1028335845|1028335831|1028335817|1028335803|1028335789|1028335775|1028335761|1028335747|1028335733|1028335719|1028335705|1028335691|1028335677|1028335663|1028335649|1028335635|1028335621|1028335607|1028335593|1028335579|1028335565|1028335551|1028335537|1028335523|1028335509|1028335495|1028335481|1028335467|1028335453|1028335439|1028335425|1028335411|1028335397|1028335383|1028335369|1028335355|1028335341|1028335327|1028335313|1028335299|1028335285|1028335271|1028335257|1028335243|1028335229|1028335215|1028335201|1028335187|1028335173|1028335159|1028335145|1028335131|1028335117|1028335103|1028335089|1028335075|1028335061|1028335047|1028335034|1028335020|1028335006|1028334992|1028334978|1028334964|1028334950|1028334936|1028334922|1028334908|1028334894|1028334880|1028334866|1028334852|1028334838|1028334824|1028334810|1028334796|1028334782|1028334768|1028334754|1028334740|1028334726|1028334712|1028334698|1028334684|1028334670|1028334656|1028334642|1028334628|1028334614|1028334600|1028334586|1028334572|1028334558|1028334544|1028334530|1028334516|1028334502|1028334488|1028334474|1028334460|1028334446|1028334432|1028334418|1028334404|1028334390|1028334376|1028334362|1028334348|1028334334|1028334320|1028334306|1028334292|1028334278|1028334264|1028334250|1028334236|1028334222|1028334208|1028334194|1028334180|1028334166|1028334152|1028334138|1028334124|1028334110|1028334096|1028334082|1028334068|1028334054|1028334040|1028334027|1028334013|1028333999|1028333985|1028333971|1028333957|1028333943|1028333929|1028333915|1028333901|1028333887|1028333873|1028333859|1028333845|1028333833|1028333819|1028333805|1028333791|1028333777|1028333763|1028333749|1028333735|1028333721|1028333707|1028333693|1028333679|1028333665|1028333651|1028333637|1028333623|1028333609|1028333595|1028333581|1028333567|1028333553|1028333539|1028333525|1028333511|1028333497|1028333483|1028333469|1028333455|1028333441|1028333427|1028333413|1028333399|1028333385|1028333371|1028333357|1028333343|1028333329|1028333315|1028333301|1028333287|1028333273|1028333259|1028333245|1028333231|1028333217|1028333203|1028333189|1028333175|1028333161|1028333147|1028333133|1028333119|1028333105|1028333091|1028333077|1028333063|1028333049|1028333035|1028333021|1028333007|1028332993|1028332979|1028332965|1028332951|1028332937|1028332923|1028332909|1028332895|1028332881|1028332867|1028332853|1028332839|1028332825|1028332811|1028332797|1028332783|1028332769|1028332755|1028332741|1028332727|1028332713|1028332699|1028332685|1028332671|1028332657|1028332643|1028332629|1028332615|1028332601|1028332587|1028332573|1028332559|1028332545|1028332531|1028332517|1028332503|1028332489|1028332475|1028332461|1028332447|1028332433|1028332419|1028332405|1028332391|1028332377|1028332363|1028332349|1028332335|1028332321|1028332308|1028332294|1028332280|1028332266|1028332252|1028332238|1028332224|1028332211|1028332197|1028332183|1028332169|1028332155|1028332141|1028332127|1028332113|1028332099|1028332085|1028332071|1028332057|1028332043|1028332029|1028332015|1028332001|1028331987|1028331973|1028331959|1028331945|1028331931|1028331918|1028331904|1028331890|1028331876|1028331862|1028331848|1028331834|1028331820|1028331806|1028331792|1028331778|1028331764|1028331750|1028331736|1028331722|1028331708|1028331694|1028331680|1028331666|1028331652|1028331638|1028331624|1028331610|1028331596|1028331582|1028331568|1028331554|1028331540|1028331526|1028331512|1028331498|1028331484|1028331470|1028331456|1028331442|1028331428|1028331414|1028331400|1028331386|1028331372|1028331358|1028331344|1028331330|1028331316|1028331302|1028331288|1028331274|1028331260|1028331246|1028331232|1028331218|1028331204|1028331190|1028331176|1028331162|1028331148|1028331134|1028331120|1028331106|1028331092|1028331078|1028331064|1028331050|1028331036|1028331022|1028331008|1028330994|1028330980|1028330966|1028330952|1028330938|1028330924|1028330910|1028330896|1028330882|1028330868|1028330854|1028330840|1028330826|1028330812|1028330798|1028330784|1028330770|1028330756|1028330742|1028330728|1028330714|1028330700|1028330686|1028330672|1028330658|1028330644|1028330630|1028330616|1028330602|1028330588|1028330574|1028330560|1028330546|1028330532|1028330518|1028330504|1028330490|1028330476|1028330462|1028330448|1028330434|1028330420|1028330406|1028330392|1028330378|1028330364|1028330350|1028330336|1028330322|1028330308|1028330294|1028330280|1028330266|1028330252|1028330238|1028330224|1028330210|1028330196|1028330183|1028330169|1028330155|1028330141|1028330127|1028330113|1028330099|1028330085|1028330071|1028330057|1028330043|1028330029|1028330015|1028330001|1028329987|1028329973|1028329960|1028329946|1028329932|1028329918|1028329904|1028329890|1028329876|1028329862|1028329848|1028329834|1028329820|1028329806|1028329792|1028329778|1028329764|1028329750|1028329736|1028329722|1028329708|1028329694|1028329680|1028329666|1028329652|1028329638|1028329624|1028329610|1028329596|1028329582|1028329568|1028329554|1028329540|1028329526|1028329512|1028329498|1028329484|1028329470|1028329456|1028329442|1028329428|1028329414|1028329400|1028329386|1028329372|1028329358|1028329344|1028329330|1028329316|1028329302|1028329288|1028329274|1028329260|1028329246|1028329232|1028329218|1028329204|1028329190|1028329176|1028329162|1028329148|1028329134|1028329120|1028329106|1028329092|1028329078|1028329064|1028329050|1028329036|1028329022|1028329008|1028328994|1028328980|1028328966|1028328952|1028328938|1028328924|1028328910|1028328896|1028328882|1028328868|1028328854|1028328840|1028328826|1028328812|1028328798|1028328784|1028328770|1028328756|1028328742|1028328728|1028328714|1028328700|1028328686|1028328672|1028328658|1028328645|1028328631|1028328617|1028328603|1028328589|1028328575|1028328561|1028328547|1028328533|1028328519|1028328505|1028328491|1028328477|1028328463|1028328449|1028328435|1028328421|1028328407|1028328393|1028328379|1028328365|1028328351|1028328337|1028328323|1028328309|1028328295|1028328281|1028328267|1028328253|1028328239|1028328225|1028328212|1028328198|1028328184|1028328170|1028328156|1028328142|1028328128|1028328114|1028328100|1028328086|1028328072|1028328058|1028328044|1028328030|1028328016|1028328002|1028327988|1028327974|1028327960|1028327946|1028327932|1028327918|1028327904|1028327890|1028327876|1028327862|1028327848|1028327834|1028327820|1028327806|1028327792|1028327778|1028327764|1028327750|1028327736|1028327722|1028327708|1028327694|1028327680|1028327666|1028327652|1028327638|1028327624|1028327610|1028327596|1028327582|1028327568|1028327554|1028327540|1028327526|1028327512|1028327498|1028327484|1028327470|1028327456|1028327442|1028327428|1028327414|1028327400|1028327386|1028327372|1028327358|1028327344|1028327330|1028327316|1028327302|1028327288|1028327274|1028327260|1028327246|1028327232|1028327218|1028327204|1028327190|1028327176|1028327162|1028327148|1028327134|1028327120|1028327106|1028327092|1028327078|1028327064|1028327050|1028327036|1028327022|1028327008|1028326994|1028326980|1028326966|1028326952|1028326938|1028326924|1028326910|1028326896|1028326882|1028326868|1028326854|1028326840|1028326826|1028326812|1028326798|1028326784|1028326770|1028326756|1028326742|1028326728|1028326714|1028326700|1028326686|1028326672|1028326658|1028326644|1028326630|1028326616|1028326602|1028326588|1028326574|1028326560|1028326546|1028326532|1028326518|1028326504|1028326490|1028326476|1028326462|1028326448|1028326434|1028326420|1028326406|1028326392|1001824985|1001824971|1001824957|1001824943|1001824929|1001824915|1001824901|1001824887|1001824873|1001824845|1001824831|1001824817|1001824803|1001824789|1001824775|1001824747|1001824733|1001824719|918056816|918056802|918056788|918056774|918056746|918056732|918056704|918056690|918056676|918056662|918056648|918056634|943496475|723430203|723430189|723430175|723430161|723430147|723430133|723430119|723430105|723430091|723430077|723430063|723430049|723430035|723430021|723430007|723429993|723429979|723429965|723429951|723429937|723429923|723429909|723429895|723429881|723429867|723429853|723429839|723429825|723429811|723429797|723429783|723429769|723429755|723429741|723429727|723429713|723429699|723429685|723429671|723429657|723429643|723429629|723429615|723429601|723429587|723429573|723429559|723429545|723429531|723429517|723429503|723429489|723429475|723429461|723429447|723429433|723429419|723429405|723429391|723429377|723429363|723429349|723429335|723429321|723429307|723429293|723429279|723429265|723429251|723429237|723429223|723429209|723429195|723429181|723429167|723429153|723429139|723429125|723429111|723429097|723429083|723429069|723429055|723429041|723429027|723429013|723428999|723428985|723428971|723428957|723428943|723428929|723428915|723428901|723428887|723428873|723428859|723428845|723428831|723428817|723428803|723428789|723428775|723428761|723428747|723428733|723428719|723428705|723428691|723428677|723428663|723428649|723428635|723428621|723428607|723428593|723428579|723428565|723428551|723428537|597568803|597568789|597568775|597568761|597568747|683415334|675295411|656985138|625293726|452889762|583829614|577029811|577029797|575524847|556571721|509156927|393007604|393007590|393007576|393007562|393007548|393007534|393007520|393007506|393007492|393007478|393007464|393007450|393007436|393007422|393007408|393007394|393007380|393007366|393007352|393007325|393007311|393007297|171259238|153128005|108561299","2272748100|2170416144|2065430162|2028330063|1846588664|1846588663|1846588662|1846588661|1846588660|1846588659|1961335497|1961335495|1961335489|1961335481|1961335474|1961335468|1961335467|1961335466|1961335464|1961335460|1961335455|1961335451|1961335429|1961335425|1961335421|1961335418|1961335412|1961335344|1961335339|1961335325|1961335320|1961335310|1961335308|1961335300|1961335293|1961335143|1961335138|1961335135|1961335129|1961335125|1961335088|1961335078|1961335071|1961335064|1961335046|1961335036|1961335034|1961334976|1961334972|1961334938|1961334864|1961334861|1961334762|1961334753|1961334749|1961334733|1961334726|1961334722|1961334720|1961334716|1961334707|1961334659|1961334609|1961334595|1961334570|1961334549|1961334486|1961334418|1961334399|1961334363|1961334325|1961334289|1961334265|1961334259|1961334257|1961334255|1961334226|1957966801|1957966800|1957966799|1957966798|1957966797|1957966796|1957966795|1957966794|1957966793|1957966792|1957966791|1957966790|1957966789|1957966788|1957966787|1957966786|1957966785|1957966784|1957966783|1957966782|1957966781|1957966780|1953416088|1953387467|1952780757|1952762211|1824786528|1772830858|1737765027|1807364787|1810788777|1810004671|1811116465|1808605105|1808605104|1808605103|1808605102|1751108633|1751108632|1730250036|1340366291|1562202883|12700659|1340366324|1450243086|1154745127|1154745118|1154745116|13365539|704366402|704366398|704366395|704366390|704366386|704366380|704366377|704366373|704366368|704366364|160337567|160337566|160337565|160337564|160337563|160337562|160337561|158264040|282722784|194395368|194395367|607962|13365538|13365537|13365536|13365535|13365534|189094571|51512153|1871555"
