"search_name","source_binomial","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","unique_target_seqs_n","primer_matched_n","clamp_threshold1_n","clamp_threshold2_n","dup_accessions","dup_species","dup_species_n","n_target_all"
"Anas acuta","Anas acuta","HarrisonGoldspiel_LandVertsNortheast","Anas acuta","Anas acuta",2,4,"671729102|545691648","6318686|294999454|294999394|37725790",5,3,3,3,"AF173684.1|HM063538.1|HM063478.1|AY164525.1|NC_024631.1|KF312717.1","Anas acuta|Anatidae","2",6
"Anas carolinensis","Anas carolinensis","HarrisonGoldspiel_LandVertsNortheast","Anas carolinensis","Anas carolinensis",0,3,"","6318688|294999455|294999393",3,1,1,1,"AF173686.1|HM063539.1|HM063477.1","Anas carolinensis","1",3
"Anas crecca","Anas crecca","HarrisonGoldspiel_LandVertsNortheast","Anas crecca","Anas crecca",3,52,"507474041|546143674|532694967","2234448406|2234448405|2234448404|2234448403|2234448402|2234448401|2234448400|2234448399|2234448398|2234448397|2234448396|2234448395|2234448394|2234448393|2234448392|2234448391|2234448390|2234448389|2234448388|2234448387|2234448386|2234448385|2234448384|2234448383|2234448382|2234448381|2234448380|2234448379|2234448378|2234448377|2234448376|2234448375|2234448374|2234448373|2234448372|2234448371|2234448370|2234448369|2234448368|2234448367|2234448366|2234448365|2234448364|2234448363|2234448362|2234448357|2234448356|294999456|294999392|290878007|290878006|37725784",2,2,2,2,"KC771255.1|NC_022452.1|KF203133.1","Anas crecca|Anatidae","2",55
"Anas platyrhynchos","Anas platyrhynchos","HarrisonGoldspiel_LandVertsNortheast","Anas platyrhynchos","Anas platyrhynchos",27,27,"2301311335|2296000886|2202293716|2147638624|2147638610|154125702|2046218674|1972803888|1750939978|1481358124|1245686026|1245686012|1245685998|1245685984|1070067940|198387228|291464798|675023224|675023238|672106529|670800394|669034775|658355497|655168110|189342985|189342971|151327672","1944770766|528076061|528076039|528075774|528075641|1496917927|1103592|800909420|557643612|557643611|374676790|374676789|374676788|374676787|374676786|1945489|6318687|291603457|113120244|113120243|113120242|21522835|5738211|290376|1399870|13960|347881",26,10,10,10,"XM_027472703.2|JK311212.1|JK311190.1|JK310925.1|JK310791.1|MH078252.1|X87853.1|KP171706.1|KF469287.1|KF469286.1|JN695766.1|JN695765.1|JN695764.1|JN695763.1|JN695762.1|L22477.1|AF173685.1|GU799592.1|DQ831210.1|DQ831209.1|DQ831208.1|AJ490507.1|AF173485.1|L16770.1|U59666.1|X55530.1|L22478.1|MZ962673.1|MZ922472.1|MW354666.1|MZ593724.1|MN720361.1|MZ895121.1|MZ895120.1|NC_009684.1|MN011574.1|MH744426.1|MF069251.1|MF069250.1|MF069249.1|MF069248.1|KX592536.1|FJ167857.1|HM010684.1|KJ833586.1|KJ833587.1|KJ883269.1|KJ778676.1|KJ739616.1|KJ689447.1|EU755253.1|EU755252.1|EU009397.1|KC466567.1|NC_024750.1|KJ794187.1|KF751616.1|NC_022418.1|KF156760.1|MK770342.1|KJ637997.1","Anas platyrhynchos|Anatidae","2",54
"Anas rubripes","Anas rubripes","HarrisonGoldspiel_LandVertsNortheast","Anas rubripes","Anas rubripes",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Anatidae","Anatidae affinis","HarrisonGoldspiel_LandVertsNortheast","Anatidae affinis","Anatidae",143,630,"2325199580|2301311335|2301311321|2299193294|2296000886|2275335133|2202293716|2172614103|2148245680|2147638624|2147638610|2132858599|2088244577|2070976013|1939457591|240266654|154125702|2046218674|2029858725|2029858711|2029858697|2029858683|2029858669|2029858655|2029858641|2029858627|2029858613|2029858599|2029858585|2029858571|2029858557|2029858543|2029858529|2008115042|1980529011|1972803994|1972803888|1958836391|1958836377|1958836363|1919575123|1909392893|1898549258|1898549244|1783497373|1777393319|1777083672|1772810710|1750939978|1583107605|1580139359|1580139345|1040461296|1040461282|1511251967|1496230991|1481358124|1338000199|1245686026|1245686012|1245685998|1245685984|1070067940|209887473|209887459|198387228|197131205|67005507|63004234|4887659|325126972|291464798|27764476|957740646|1001824344|948299546|939710435|814557319|821318271|913022844|909720593|817597747|821318257|817597733|675023224|675023238|671729212|817598365|756762052|755571791|722491577|558613890|553831960|702074663|574450742|688074671|507474041|459664566|459664552|674840596|671729102|669032163|669032065|672424639|672424625|672424611|672106529|670800412|670800394|669034775|545691648|662036138|662020141|658355497|655168110|608788124|575669457|190349328|598324080|599088153|482514291|189342999|594543161|565672465|546143674|545601028|532694967|532165062|383931270|372292047|331746922|240266668|84488706|66276016|5835932|197935720|27819328|189342985|374429580|323301359|189342971|151327672|330369629","2308378310|2308378308|2234448406|2234448405|2234448404|2234448403|2234448402|2234448401|2234448400|2234448399|2234448398|2234448397|2234448396|2234448395|2234448394|2234448393|2234448392|2234448391|2234448390|2234448389|2234448388|2234448387|2234448386|2234448385|2234448384|2234448383|2234448382|2234448381|2234448380|2234448379|2234448378|2234448377|2234448376|2234448375|2234448374|2234448373|2234448372|2234448371|2234448370|2234448369|2234448368|2234448367|2234448366|2234448365|2234448364|2234448363|2234448362|2234448357|2234448356|2235968482|2033670081|2033670078|2033670077|2033670074|2033670071|2033670070|2033670063|2033670062|2022838846|2022838844|1961334357|1944770766|1865211190|1802844852|528076061|528076039|528075774|528075641|1496917927|1103592|1190063320|1139382391|957740660|800909420|557643622|557643614|557643613|557643612|557643611|431832293|431832292|431832291|431832290|431832289|431832288|431832287|431832286|431832285|431832284|431832283|431832282|431832281|431832280|431832279|374676790|374676789|374676788|374676787|374676786|374676780|374676779|374676778|374676777|374676776|374676775|374676774|374676773|374676772|389984943|389984942|389984941|389984940|389984939|389984938|389984937|389984936|389984935|389984934|389984933|389984932|389984931|389984930|389984929|389984928|389984927|389984926|389984925|389984924|389984923|389984922|389984921|389984920|389984919|389984918|389984917|389984916|389984915|389984914|389984913|389984912|389984911|389984910|389984909|389984908|389984907|389984906|389984905|389984904|389984903|389984902|389984901|389984900|389984899|389984898|389984897|389984896|389984895|389984894|389984893|389984892|389984891|389984890|389984889|389984888|389984887|389984886|389984885|389984884|389984883|389984882|389984881|389984880|389984879|389984878|389984877|389984876|389984875|389984874|389984873|389984872|389984871|389984870|389984869|389984868|389984867|389984866|389984865|389984864|389984863|389984862|389984861|389984860|389984859|389984858|389984857|389984856|389984855|389984854|389984853|389984852|389984851|389984850|1945489|349831685|349831684|349831683|349831682|349831681|349831680|349831679|349831678|349831677|349831676|349831675|349831674|349831673|349831672|349831671|349831670|349831669|349831668|349831667|349831666|349831665|349831664|349831663|349831662|349831661|349831660|349831659|349831658|349831657|349831656|349831655|349831654|349831653|349831652|349831651|349831650|349831649|349831648|349831647|349831646|349831645|349831644|349831643|349831642|349831641|349831640|349831639|349831638|349831637|349831636|349831635|349831634|349831633|349831632|349831631|349831630|349831629|349831628|349831627|349831626|349831625|349831624|349831623|349831622|349831621|349831620|349831619|349831618|349831617|349831616|349831615|349831614|349831613|349831612|349831611|349831610|349831609|349831608|349831607|349831606|349831605|349831604|349831603|349831602|349831601|349831600|349831599|349831598|349831597|349831596|349831595|349831594|349831593|349831592|349831591|349831590|349831589|349831588|349831587|349831586|349831585|349831584|349831583|349831582|349831581|349831580|349831579|349831578|349831577|349831576|349831575|349831574|349831573|349831572|349831571|349831570|349831569|349831568|349831567|349831566|349831565|349831564|349831563|349831562|349831561|349831560|349831559|349831558|349831557|349831556|349831555|349831554|349831553|349831552|349831551|349831550|349831549|349831548|349831547|349831546|349831545|349831544|349831543|349831542|349831541|349831540|349831539|349831538|349831537|349831536|349831535|349831534|349831533|349831532|349831531|349831530|349831529|349831528|349831527|349831526|349831525|349831524|349831523|349831522|349831521|349831520|349831519|349831518|349831517|349831516|349831515|349831514|349831513|349831512|349831511|349831510|349831509|349831508|349831507|349831506|349831505|349831504|349831503|349831502|349831501|349831500|349831499|349831498|349831497|349831496|349831495|349831494|349831493|349831492|349831491|349831490|349831489|349831488|349831487|349831486|349831485|349831484|349831483|349831482|349831481|349831480|349831479|349831478|349831477|349831476|349831475|349831474|349831473|349831472|349831471|349831470|349831469|349831468|349831467|349831466|349831465|349831464|349831463|349831462|349831461|349831460|349831459|349831458|349831457|349831456|349831455|349831454|349831453|349831452|349831451|349831450|349831449|349831448|349831447|349831446|349831445|349831444|349831443|349831442|349831441|349831440|349831439|349831438|6318719|6318718|6318717|6318716|6318715|6318714|6318713|6318712|6318711|6318710|6318709|6318708|6318707|6318706|6318705|6318704|6318703|6318702|6318701|6318700|6318699|6318698|6318697|6318696|6318695|6318694|6318693|6318692|6318691|6318690|6318689|6318688|6318687|6318686|294999474|294999473|294999472|294999471|294999470|294999469|294999468|294999467|294999466|294999465|294999464|294999463|294999462|294999461|294999460|294999459|294999458|294999457|294999456|294999455|294999454|294999453|294999452|294999451|294999450|294999449|294999448|294999447|294999446|294999445|294999444|294999443|294999442|294999441|294999440|294999439|294999438|294999437|294999436|294999435|294999434|294999433|294999432|294999431|294999430|294999429|294999428|294999427|294999426|294999425|294999424|294999423|294999422|294999421|294999420|294999419|294999418|294999417|294999416|294999415|294999414|294999413|294999412|294999411|294999410|294999409|294999408|294999407|294999406|294999405|294999404|294999403|294999402|294999401|294999400|294999399|294999398|294999397|294999396|294999395|294999394|294999393|294999392|291603457|290878007|290878006|113120246|113120245|113120244|113120243|113120242|113120241|53986575|53986574|53986573|53986572|53986571|53986570|37725797|37725796|37725795|37725794|37725793|37725792|37725791|37725790|37725789|37725788|37725787|37725786|37725785|37725784|37725783|37725782|37725781|37725780|37725779|158935691|21522835|35757856|35757854|22901834|2213766|2213756|2213712|2213711|2213696|2213690|2213681|2213678|2213672|5738213|5738212|5738211|5738210|5738209|5738208|5738207|5738206|290376|289847|1399872|1399870|13960|347881",56,55,55,55,"OP326610.1|MZ962672.1|MZ955453.1|NC_059801.1|MW287344.1|MZ365040.1|NC_057048.1|MT129533.1|MW574354.1|NC_012843.1|FJ379295.1|MW849292.1|MW849291.1|MW849290.1|MW849289.1|MW849288.1|MW849287.1|MW849286.1|MW849285.1|MW849284.1|NC_040986.1|KU140667.1|MW849283.1|MW849282.1|MW849281.1|MW849280.1|MW849279.1|MW849278.1|NC_052827.1|MN356440.1|MW337298.1|MW020582.1|MW020581.1|MW020580.1|MN356432.1|NC_045373.1|MN186586.1|MN122908.1|MK102803.1|MK133022.1|KY767671.1|KT427463.1|KU211647.1|KP881611.1|KP943133.1|KP026178.1|KJ794189.1|KJ794188.1|KJ778677.1|MK133021.1|GO935044.1|GO935003.1|GO935002.1|GO934965.1|GO934940.1|AW013692.1|OM574932.1|OM574931.1|GT128551.1|GT128550.1|JN086149.1|KU140668.1|NC_039888.1|MH000287.1|FJ379296.1|NC_012844.1|DQ083161.1|NC_007691.1|DQ019124.1|NC_007011.1|AF090337.1|NC_000877.1|HQ890328.1|AF363031.1|NC_004539.1|NC_028346.1|KT345702.1|NC_027096.1|KR867679.1|KP981364.1|KR821135.1|NC_027095.1|KP981363.1|NC_024640.1|KF684946.1|KP238480.1|NC_025654.1|KM455570.1|KF800698.1|NC_024922.1|KC466568.1|NC_024602.1|KJ710708.1|NC_024595.1|KJ722069.1|NC_023352.1|KC759527.1|NC_010965.1|EU755254.1|NC_023832.1|KJ124555.1|NC_017604.1|JQ282800.1|NC_016723.1|HQ833701.1|NC_015482.1|JF730435.1","Anatidae|Aythya marila|Mergus serrator|Oxyura jamaicensis|Somateria mollissima|Somateria spectabilis|Polysticta stelleri|Histrionicus histrionicus|Lophodytes cucullatus|Bucephala albeola|Mergus merganser|Bucephala clangula|Melanitta americana|Bucephala islandica|Melanitta perspicillata|Melanitta deglandi|Clangula hyemalis|Mareca penelope|Mareca strepera|Notopthalmus viridescens|Pseudopleuronectes americanus|Rattus rattus|Salmo salar|Thunnus thynnus|Anser albifrons|Cygnus columbianus|Branta canadensis|Aythya americana|Spatula clypeata|Cygnus olor|Cygnus cygnus|Anser indicus|Aythya fuligula","33",773
"Anaxyrus americanus","Anaxyrus americanus","HarrisonGoldspiel_LandVertsNortheast","Anaxyrus americanus","Anaxyrus americanus",2,11,"1822248060|1834962145","253971167|77176498|56122836|56122831|56122830|56122829|692113845|50896981|147886343|7672891|1777785",12,8,8,8,"FJ882827.1|DQ158426.1|AY680211.1|AY680206.1|AY680205.1|AY680204.1|KF664881.1|AB159480.1|EF532235.1|AF160761.1|U52747.1|MK855099.1|NC_047224.1","Anaxyrus americanus","1",13
"Anaxyrus fowleri","Anaxyrus fowleri","HarrisonGoldspiel_LandVertsNortheast","Anaxyrus fowleri","Anaxyrus fowleri",0,20,"","77176523|56122849|56122848|56122837|125634345|125634339|125634338|125634337|125634336|125634335|125634334|125634333|125634332|125634331|125634330|125634329|125634328|125634327|125634326|125634325",12,4,4,4,"DQ158451.1|AY680224.1|AY680223.1|AY680212.1|EF372114.1|EF372108.1|EF372107.1|EF372105.1|EF372103.1|EF372106.1|EF372104.1|EF372102.1|EF372101.1|EF372100.1|EF372099.1|EF372097.1|EF372096.1|EF372095.1|EF372098.1|EF372094.1","Anaxyrus fowleri","1",20
"Aneides","Aneides aneides","HarrisonGoldspiel_LandVertsNortheast","Aneides aneides","Aneides",4,313,"51979939|51979771|53686488|53686474","1967466862|1967466861|1967466860|1967466859|1967466858|1967466857|1967466856|1967466855|1967466854|1967466853|1967466852|1967466851|1967466850|1967466849|1967466848|1967466847|1967466846|1967466845|1967466844|1967466843|1967466842|1967466841|1967466840|1967466839|1967466838|1967466837|1967466836|1967466835|1967466834|1967466833|1967466832|1967466831|1967466830|1967466829|1967466828|1967466827|1967466826|1967466825|1967466824|1967466823|1967466822|1967466821|1967466820|1967466819|1967466818|1967466817|1967466816|1967466815|1967466814|1967466813|1967466812|1967466811|1967466810|1967466809|1967466808|1967466807|1967466806|1967466805|1967466804|1967466803|1967466802|1967466801|1967466800|1967466799|1967466798|1967466797|1967466796|1967466795|1967466794|1967466793|1967466792|1967466791|763656824|763656822|763656820|763656818|763656816|763656814|763656812|763656810|763656808|763656806|763656804|763656802|763656800|763656798|763656796|763656794|763656792|763656790|763656788|763656786|763656784|763656782|763656780|763656778|763656776|763656774|763656772|763656770|763656768|763656766|763656764|763656762|763656760|763656759|763656758|763656757|763656756|763656755|763656754|763656753|763656752|763656751|763656749|763656747|763656745|763656743|763656741|763656739|763656737|763656735|763656733|763656731|763656729|763656727|763656725|763656723|763656722|763656720|763656718|763656716|763656714|763656712|763656710|763656708|763656707|763656706|763656705|763656704|763656703|763656702|763656701|763656700|763656698|763656696|763656694|763656692|763656690|763656688|763656686|763656684|763656682|763656680|763656678|763656676|763656674|763656672|763656670|763656668|763656666|763656664|763656662|763656660|763656658|763656656|763656654|763656652|763656650|763656648|763656646|763656644|763656642|763656640|763656638|763656636|763656634|763656632|763656630|763656628|763656626|763656625|763656624|763656623|763656622|763656621|763656620|763656619|763656618|763656616|763656614|763656612|763656610|763656608|763656606|763656604|763656602|763656600|763656598|763656596|763656594|763656592|763656590|763656588|763656586|763656584|763656582|763656580|763656578|763656576|763656574|763656572|763656570|763656568|763656566|763656564|763656562|763656560|763656558|763656556|763656554|763656552|763656550|763656528|536463580|536463579|536463578|536463577|536463576|536463575|536463574|536463573|536463572|536463571|536463570|536463569|536463568|536463567|536463566|536463565|536463564|536463563|536463562|536463561|536463560|536463559|536463558|536463557|536463556|536463555|536463554|536463553|536463552|536463551|536463550|536463549|536463548|536463547|536463546|536463545|536463544|536463543|536463542|536463541|536463540|536463539|536463538|536463537|536463536|33772929|33772928|33772927|33772926|33772925|33772924|33772923|33772922|33772921|33772920|33772919|33772918|33772917|33772916|33772915|33772914|33772913|33772912|33772911|33772910|33772909|33772908|33772907|33772906|33772905|33772904|33772903|33772902|33772901|33772900|33772899|33772898|33772897|33772896|33772895|33772894|33772893|33772892|33772891|33772890|33772889|33772888|33772887|33772886",208,2,2,2,"MW540604.1|MW540603.1|MW540602.1|MW540601.1|MW540600.1|MW540599.1|MW540598.1|MW540597.1|MW540596.1|MW540595.1|MW540594.1|MW540592.1|MW540590.1|MW540589.1|MW540588.1|MW540587.1|MW540593.1|MW540579.1|MW540591.1|MW540586.1|MW540585.1|MW540573.1|MW540584.1|MW540583.1|MW540582.1|MW540581.1|MW540580.1|MW540578.1|MW540577.1|MW540576.1|MW540575.1|MW540574.1|MW540572.1|MW540571.1|MW540570.1|MW540569.1|MW540568.1|MW540567.1|MW540566.1|MW540565.1|MW540564.1|MW540563.1|MW540562.1|MW540561.1|MW540560.1|MW540559.1|MW540558.1|MW540557.1|MW540556.1|MW540555.1|MW540552.1|MW540554.1|MW540553.1|MW540551.1|MW540550.1|MW540549.1|MW540548.1|MW540547.1|MW540546.1|MW540545.1|MW540544.1|MW540543.1|MW540542.1|MW540541.1|MW540540.1|MW540539.1|MW540538.1|MW540537.1|MW540536.1|MW540535.1|MW540534.1|MW540533.1|KM197710.1|KM197709.1|KM197708.1|KM197707.1|KM197706.1|KM197705.1|KM197704.1|KM197701.1|KM197700.1|KM197703.1|KM197679.1|KM197677.1|KM197676.1|KM197675.1|KM197702.1|KM197699.1|KM197698.1|KM197697.1|KM197696.1|KM197695.1|KM197694.1|KM197620.1|KM197619.1|KM197618.1|KM197617.1|KM197693.1|KM197692.1|KM197616.1|KM197691.1|KM197690.1|KM197688.1|KM197615.1|KM197689.1|KM197687.1|KM197684.1|KM197686.1|KM197685.1|KM197683.1|KM197682.1|KM197681.1|KM197680.1|KM197678.1|KM197674.1|KM197633.1|KM197673.1|KM197672.1|KM197671.1|KM197670.1|KM197669.1|KM197641.1|KM197668.1|KM197574.1|KM197667.1|KM197666.1|KM197665.1|KM197664.1|KM197663.1|KM197662.1|KM197661.1|KM197660.1|KM197659.1|KM197642.1|KM197628.1|KM197592.1|KM197584.1|KM197658.1|KM197563.1|KM197657.1|KM197566.1|KM197565.1|KM197656.1|KM197655.1|KM197654.1|KM197653.1|KM197652.1|KM197650.1|KM197649.1|KM197624.1|KM197611.1|KM197589.1|KM197651.1|KM197561.1|KM197559.1|KM197648.1|KM197647.1|KM197646.1|KM197645.1|KM197644.1|KM197643.1|KM197610.1|KM197609.1|KM197640.1|KM197639.1|KM197638.1|KM197637.1|KM197636.1|KM197623.1|KM197622.1|KM197621.1|KM197635.1|KM197634.1|KM197632.1|KM197631.1|KM197630.1|KM197629.1|KM197627.1|KM197626.1|KM197625.1|KM197614.1|KM197613.1|KM197612.1|KM197608.1|KM197602.1|KM197586.1|KM197585.1|KM197575.1|KM197572.1|KM197564.1|KM197607.1|KM197606.1|KM197605.1|KM197604.1|KM197603.1|KM197601.1|KM197600.1|KM197599.1|KM197598.1|KM197597.1|KM197596.1|KM197595.1|KM197594.1|KM197569.1|KM197568.1|KM197593.1|KM197591.1|KM197590.1|KM197588.1|KM197587.1|KM197580.1|KM197583.1|KM197582.1|KM197581.1|KM197579.1|KM197578.1|KM197577.1|KM197576.1|KM197573.1|KM197571.1|KM197570.1|KM197567.1|KM197562.1|KM197560.1|KF056791.1|KF056790.1|KF056789.1|KF056788.1|KF056787.1|KF056786.1|KF056785.1|KF056784.1|KF056783.1|KF056782.1|KF056781.1|KF056780.1|KF056779.1|KF056778.1|KF056777.1|KF056774.1|KF056773.1|KF056772.1|KF056771.1|KF056770.1|KF056769.1|KF056768.1|KF056767.1|KF056766.1|KF056776.1|KF056775.1|KF056750.1|KF056748.1|KF056765.1|KF056747.1|KF056764.1|KF056763.1|KF056762.1|KF056761.1|KF056760.1|KF056759.1|KF056758.1|KF056757.1|KF056753.1|KF056752.1|KF056751.1|KF056756.1|KF056755.1|KF056754.1|KF056749.1|AY274757.1|AY274756.1|AY274755.1|AY274754.1|AY274753.1|AY274752.1|AY274751.1|AY274750.1|AY274749.1|AY274748.1|AY274747.1|AY274746.1|AY274745.1|AY274744.1|AY274743.1|AY274742.1|AY274741.1|AY274740.1|AY274739.1|AY274738.1|AY274737.1|AY274736.1|AY274735.1|AY274734.1|AY274733.1|AY274732.1|AY274731.1|AY274730.1|AY274729.1|AY274728.1|AY274727.1|AY274726.1|AY274725.1|AY274724.1|AY274723.1|AY274722.1|AY274721.1|AY274720.1|AY274719.1|AY274718.1|AY274717.1|AY274716.1|AY274715.1|AY274714.1|AY728226.1|NC_006338.1|AY728214.1|NC_006327.1","Aneides","1",317
"Anguilla rostrata","Anguilla rostrata","ReneeFrancolini_MaineFish","Anguilla rostrata","Anguilla rostrata",51,9,"1935001826|597441108|597440352|597440338|597440324|597440310|597440296|597440282|597440268|597440254|597440240|597440226|597440212|597440198|597440184|597440170|597440156|597440142|597440128|597440114|597440100|597440086|597440072|597440058|597440044|597440030|597440016|597440002|597439988|597439974|597439960|597439946|597439932|597439918|597439904|597439890|597439876|597439862|597439848|597439834|597439820|597439806|597439792|597439778|597439764|597439750|597439736|597439722|597439708|597439694|325278752","2309725953|2082965259|2082965256|222431092|241914310|12248862|14279249|14279248|1711308",15,15,15,15,"MT667251.1|KJ564191.1|KJ564271.1|KJ564217.1|KJ564216.1|KJ564215.1|KJ564213.1|KJ564210.1|KJ564206.1|KJ564204.1|KJ564203.1|KJ564202.1|KJ564201.1|KJ564200.1|KJ564199.1|KJ564198.1|KJ564197.1|KJ564195.1|KJ564192.1|KJ564190.1|KJ564188.1|KJ564185.1|KJ564183.1|KJ564179.1|KJ564178.1|KJ564173.1|KJ564171.1|NC_006547.2|KJ564214.1|KJ564212.1|KJ564209.1|KJ564194.1|KJ564187.1|KJ564186.1|KJ564184.1|KJ564180.1|KJ564176.1|KJ564211.1|KJ564208.1|KJ564177.1|KJ564172.1|KJ564207.1|KJ564205.1|KJ564196.1|KJ564193.1|KJ564189.1|KJ564175.1|KJ564182.1|KJ564181.1|KJ564174.1|KJ564170.1","Anguilla rostrata","1",60
"Anhinga anhinga","Anhinga anhinga","HarrisonGoldspiel_LandVertsNortheast","Anhinga anhinga","Anhinga anhinga",0,2,"","1863294856|61139600",2,NA,NA,NA,"MK890108.1|AY941811.1","Anhinga anhinga","1",2
"Anous stolidus","Anous stolidus","HarrisonGoldspiel_LandVertsNortheast","Anous stolidus","Anous stolidus",0,1,"","54660067",1,NA,NA,NA,"AY631321.1","Anous stolidus","1",1
"Anser albifrons","Anser albifrons","HarrisonGoldspiel_LandVertsNortheast","Anser albifrons","Anser albifrons",4,1,"1511251967|1496230991|27764476|27819328","37725796",1,1,1,1,"AY164531.1|MZ427898.1|EU932689.1|NC_011196.1","Anser albifrons|Anatidae","2",5
"Anser brachyrhynchus","Anser brachyrhynchus","HarrisonGoldspiel_LandVertsNortheast","Anser brachyrhynchus","Anser brachyrhynchus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Anser caerulescens","Anser caerulescens","HarrisonGoldspiel_LandVertsNortheast","Anser caerulescens","Anser caerulescens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Anser indicus","Anser indicus","HarrisonGoldspiel_LandVertsNortheast","Anser indicus","Anser indicus",2,1,"722491577|702074663","37725797",1,1,1,1,"AY164532.1","Anser indicus","1",3
"Anser rossii","Anser rossii","HarrisonGoldspiel_LandVertsNortheast","Anser rossii","Anser rossii",0,1,"","2213678",1,1,1,1,"U83734.1","Anser rossii","1",1
"Anthus rubescens","Anthus rubescens","HarrisonGoldspiel_LandVertsNortheast","Anthus rubescens","Anthus rubescens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Antigone canadensis","Antigone canadensis","HarrisonGoldspiel_LandVertsNortheast","Antigone canadensis","Antigone canadensis",2,4,"470226164|224504177","7339764|168805892|94471951|2547292",5,5,5,5,"AF173564.1|EU167051.1|DQ485815.1|U76012.1|NC_020582.1|FJ769855.1","Antigone canadensis","1",6
"Antigonia capros","Antigonia capros","ReneeFrancolini_MaineFish","Antigonia capros","Antigonia capros",1,4,"16357332","2327757710|906357779|906357778|56684216",4,2,2,2,"LC738758.1|AB974639.1|AB974638.1|AY700234.1|NC_003191.1","Antigonia capros","1",5
"Antrostomus carolinensis","Antrostomus carolinensis","HarrisonGoldspiel_LandVertsNortheast","Antrostomus carolinensis","Antrostomus carolinensis",0,1,"","704294143",1,NA,NA,NA,"XM_010162439.1","Antrostomus carolinensis","1",1
"Antrostomus vociferus","Antrostomus vociferus","HarrisonGoldspiel_LandVertsNortheast","Antrostomus vociferus","Antrostomus vociferus",0,2,"","148466949|4099777",2,1,1,1,"EF373292.1|U89214.1","Antrostomus vociferus","1",2
"Apalone mutica","Apalone mutica","HarrisonGoldspiel_LandVertsNortheast","Apalone mutica","Apalone mutica",0,1,"","1751363403",1,NA,NA,NA,"LT992432.1","Apalone mutica","1",1
"Apalone spinifera","Apalone spinifera","HarrisonGoldspiel_LandVertsNortheast","Apalone spinifera","Apalone spinifera",3,1,"1192790209|336089104|511347547","1778383",2,1,1,1,"U81319.1|KX882745.1|JF966197.1|NC_021371.1","Apalone spinifera","1",4
"Apeltes quadracus","Apeltes quadracus","ReneeFrancolini_MaineFish","Apeltes quadracus","Apeltes quadracus",1,1,"212725606","34106125",2,1,1,1,"AY283314.1|NC_011580.1","Apeltes quadracus","1",2
"Aquila chrysaetos","Aquila chrysaetos","HarrisonGoldspiel_LandVertsNortheast","Aquila chrysaetos","Aquila chrysaetos",2,4,"635155020|595649625","2030948395|2030948393|2030948391|84468571",5,2,2,2,"XM_030028972.2|XM_041126897.1|XM_041126896.1|AB219549.1|NC_024087.1|KF905228.1","Aquila chrysaetos","1",6
"Archilochus alexandri","Archilochus alexandri","HarrisonGoldspiel_LandVertsNortheast","Archilochus alexandri","Archilochus alexandri",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Archilochus alexandri","Archilochus alexandri","HarrisonGoldspiel_LandVertsNortheast","Archilochus alexandri","Archilochus alexandri",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Archilochus alexandri","Archilochus alexandri","HarrisonGoldspiel_LandVertsNortheast","Archilochus alexandri","Archilochus alexandri",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Archilochus alexandri","Archilochus alexandri","HarrisonGoldspiel_LandVertsNortheast","Archilochus alexandri","Archilochus alexandri",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Ardea alba","Ardea alba","HarrisonGoldspiel_LandVertsNortheast","Ardea alba","Ardea alba",0,1,"","33309275",1,1,1,1,"AF407134.1","Ardea alba","1",1
"Ardea alba","Ardea alba","HarrisonGoldspiel_LandVertsNortheast","Ardea alba","Ardea alba",0,1,"","33309275",1,1,1,1,"AF407134.1","Ardea alba","1",1
"Ardea alba","Ardea alba","HarrisonGoldspiel_LandVertsNortheast","Ardea alba","Ardea alba",0,1,"","33309275",1,1,1,1,"AF407134.1","Ardea alba","1",1
"Ardea alba","Ardea alba","HarrisonGoldspiel_LandVertsNortheast","Ardea alba","Ardea alba",0,1,"","33309275",1,1,1,1,"AF407134.1","Ardea alba","1",1
"Ardea cinerea","Ardea cinerea","HarrisonGoldspiel_LandVertsNortheast","Ardea cinerea","Ardea cinerea",2,1,"731978958|602625232","33309277",2,2,2,2,"AF407136.1|NC_025900.1|KJ190947.1","Ardea cinerea","1",3
"Ardea herodias","Ardea herodias","HarrisonGoldspiel_LandVertsNortheast","Ardea herodias","Ardea herodias",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Ardenna gravis","Ardenna gravis","HarrisonGoldspiel_LandVertsNortheast","Ardenna gravis","Ardenna gravis",0,2,"","7339772|559233",2,1,1,1,"AF173572.1|L33390.1","Ardenna gravis","1",2
"Ardenna griseus","Ardenna griseus","HarrisonGoldspiel_LandVertsNortheast","Ardenna griseus","Ardenna griseus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Arenaria interpres","Arenaria interpres","HarrisonGoldspiel_LandVertsNortheast","Arenaria interpres","Arenaria interpres",2,0,"21391469|21593906","",1,1,1,1,"AY074885.2|NC_003712.2","Arenaria interpres","1",2
