source_binomial,phylum,source,submitted_name,matched_name2,search_name
Gammarellus angulosus,arthropoda,GoMA_census_fauna,Gammarellus angulosus,Gammarellus angulosus,Gammarellus angulosus
Gammarellus homari,arthropoda,GoMA_census_fauna,Gammarellus homari,Gammarellus homari,Gammarellus homari
Gammaropsis melanops,arthropoda,GoMA_census_fauna,Gammaropsis melanops,Gammaropsis melanops,Gammaropsis melanops
Gammaropsis nitida,arthropoda,GoMA_census_fauna,Gammaropsis nitida,Gammaropsis nitida,Gammaropsis nitida
Gammarus annulatus,arthropoda,GoMA_census_fauna,Gammarus annulatus,Gammarus annulatus,Gammarus annulatus
Gammarus duebeni,arthropoda,GoMA_census_fauna,Gammarus duebeni,Gammarus duebeni,Gammarus duebeni
Gammarus finmarchicus,arthropoda,GoMA_census_fauna,Gammarus finmarchicus,Gammarus finmarchicus,Gammarus finmarchicus
Gammarus lawrencianus,arthropoda,GoMA_census_fauna,Gammarus lawrencianus,Gammarus lawrencianus,Gammarus lawrencianus
Gammarus mucronatus,arthropoda,GoMA_census_fauna,Gammarus mucronatus,Gammarus mucronatus,Gammarus mucronatus
Gammarus oceanicus,arthropoda,GoMA_census_fauna,Gammarus oceanicus,Gammarus oceanicus,Gammarus oceanicus
Gammarus setosus,arthropoda,GoMA_census_fauna,Gammarus setosus,Gammarus setosus,Gammarus setosus
Gammarus tigrinus,arthropoda,GoMA_census_fauna,Gammarus tigrinus,Gammarus tigrinus,Gammarus tigrinus
Garveia groenlandica,cnidaria,GoMA_census_fauna,Garveia groenlandica,Garveia groenlandica,Garveia groenlandica
Gattyana cirrosa,annelida,GoMA_census_fauna,Gattyana cirrosa,Gattyana cirrosa,Gattyana cirrosa
Gemma gemma,mollusca,GoMA_census_fauna,Gemma gemma,Gemma gemma,Gemma gemma
Gennadas elegans,arthropoda,GoMA_census_fauna,Gennadas elegans,Gennadas elegans,Gennadas elegans
Gennadas valens,arthropoda,GoMA_census_fauna,Gennadas valens,Gennadas valens,Gennadas valens
Gersemia carnea,cnidaria,GoMA_census_fauna,Gersemia carnea,Gersemia carnea,Gersemia carnea
Gersemia fruticosa,cnidaria,GoMA_census_fauna,Gersemia fruticosa,Gersemia fruticosa,Gersemia fruticosa
Gersemia rubiformis,cnidaria,GoMA_census_fauna,Gersemia rubiformis,Gersemia rubiformis,Gersemia rubiformis
Geukensia demissa,mollusca,GoMA_census_fauna,Geukensia demissa,Geukensia demissa,Geukensia demissa
Gilvossius setimanus,arthropoda,GoMA_census_fauna,Gilvossius setimanus,Gilvossius setimanus,Gilvossius setimanus
Gloiobdella elongata,annelida,GoMA_census_fauna,Gloiobdella elongata,Gloiobdella elongata,Gloiobdella elongata
Glossiphonia complanata,annelida,GoMA_census_fauna,Glossiphonia complanata,Glossiphonia complanata,Glossiphonia complanata
Glycera capitata,annelida,GoMA_census_fauna,Glycera capitata,Glycera capitata,Glycera capitata
Glycera dibranchiata,annelida,GoMA_census_fauna,Glycera dibranchiata,Glycera dibranchiata,Glycera dibranchiata
Glyphocrangon longirostris,arthropoda,GoMA_census_fauna,Glyphocrangon longirostris,Glyphocrangon longirostris,Glyphocrangon longirostris
Gnathia cerina,arthropoda,GoMA_census_fauna,Gnathia cerina,Gnathia cerina,Gnathia cerina
Gnathophausia gigas,arthropoda,GoMA_census_fauna,Gnathophausia gigas,Gnathophausia gigas,Gnathophausia gigas
Gnathophausia zoea,arthropoda,GoMA_census_fauna,Gnathophausia zoea,Gnathophausia zoea,Gnathophausia zoea
Golfingia margaritacea margaritacea,annelida,GoMA_census_fauna,Golfingia margaritacea margaritacea,Golfingia margaritacea margaritacea,Golfingia margaritacea margaritacea
Golfingia minuta,annelida,GoMA_census_fauna,Golfingia minuta,Golfingia minuta,Golfingia minuta
Gonactinia prolifera,cnidaria,GoMA_census_fauna,Gonactinia prolifera,Gonactinia prolifera,Gonactinia prolifera
Goniada maculata,annelida,GoMA_census_fauna,Goniada maculata,Goniada maculata,Goniada maculata
Goniada norvegica,annelida,GoMA_census_fauna,Goniada norvegica,Goniada norvegica,Goniada norvegica
Gonionemus vertens,cnidaria,GoMA_census_fauna,Gonionemus vertens,Gonionemus vertens,Gonionemus vertens
Gorgonocephalus arcticus,echinodermata,GoMA_census_fauna,Gorgonocephalus arcticus,Gorgonocephalus arcticus,Gorgonocephalus arcticus
Graneledone verrucosa,mollusca,GoMA_census_fauna,Graneledone verrucosa,Graneledone verrucosa,Graneledone verrucosa
Grillotia erinaceus,platyhelminthes,GoMA_census_fauna,Grillotia erinaceus,Grillotia erinaceus,Grillotia erinaceus
Gronella groenlandica,arthropoda,GoMA_census_fauna,Gronella groenlandica,Gronella groenlandica,Gronella groenlandica
Gyptis vittata,annelida,GoMA_census_fauna,Gyptis vittata,Gyptis vittata,Gyptis vittata
Gyraulus deflectus,mollusca,GoMA_census_fauna,Gyraulus deflectus,Gyraulus deflectus,Gyraulus deflectus
Gyrodactylus adspersi,platyhelminthes,GoMA_census_fauna,Gyrodactylus adspersi,Gyrodactylus adspersi,Gyrodactylus adspersi
Gyrodactylus groenlandicus,platyhelminthes,GoMA_census_fauna,Gyrodactylus groenlandicus,Gyrodactylus groenlandicus,Gyrodactylus groenlandicus
Gyrodactylus pleuronecti,platyhelminthes,GoMA_census_fauna,Gyrodactylus pleuronecti,Gyrodactylus pleuronecti,Gyrodactylus pleuronecti
Gyrodactylus salmonis,platyhelminthes,GoMA_census_fauna,Gyrodactylus salmonis,Gyrodactylus salmonis,Gyrodactylus salmonis
Haemobaphes cyclopterina,arthropoda,GoMA_census_fauna,Haemobaphes cyclopterina,Haemobaphes cyclopterina,Haemobaphes cyclopterina
Halammohydra octopodides,cnidaria,GoMA_census_fauna,Halammohydra octopodides,Halammohydra octopodides,Halammohydra octopodides
Halcampa duodecimcirrata,cnidaria,GoMA_census_fauna,Halcampa duodecimcirrata,Halcampa duodecimcirrata,Halcampa duodecimcirrata
Halecium articulosum,cnidaria,GoMA_census_fauna,Halecium articulosum,Halecium articulosum,Halecium articulosum
Halecium beanii,cnidaria,GoMA_census_fauna,Halecium beanii,Halecium beanii,Halecium beanii
Halecium halecium,cnidaria,GoMA_census_fauna,Halecium halecium,Halecium halecium,Halecium halecium
Halecium muricatum,cnidaria,GoMA_census_fauna,Halecium muricatum,Halecium muricatum,Halecium muricatum
Halecium sessile,cnidaria,GoMA_census_fauna,Halecium sessile,Halecium sessile,Halecium sessile
Halichondria bowerbanki,porifera,GoMA_census_fauna,Halichondria bowerbanki,Halichondria bowerbanki,Halichondria bowerbanki
Halichondria panicea,porifera,GoMA_census_fauna,Halichondria panicea,Halichondria panicea,Halichondria panicea
Halichondria sitiens,porifera,GoMA_census_fauna,Halichondria sitiens,Halichondria sitiens,Halichondria sitiens
Haliclona canaliculata,porifera,GoMA_census_fauna,Haliclona canaliculata,Haliclona canaliculata,Haliclona canaliculata
Haliclona oculata,porifera,GoMA_census_fauna,Haliclona oculata,Haliclona oculata,Haliclona oculata
Haliclona permollis,porifera,GoMA_census_fauna,Haliclona permollis,Haliclona permollis,Haliclona permollis
Haliclystus auricula,cnidaria,GoMA_census_fauna,Haliclystus auricula,Haliclystus auricula,Haliclystus auricula
Haliclystus octoradiatus,cnidaria,GoMA_census_fauna,Haliclystus octoradiatus,Haliclystus octoradiatus,Haliclystus octoradiatus
Haliclystus salpinx,cnidaria,GoMA_census_fauna,Haliclystus salpinx,Haliclystus salpinx,Haliclystus salpinx
Halimocyathus lagena,cnidaria,GoMA_census_fauna,Halimocyathus lagena,Halimocyathus lagena,Halimocyathus lagena
Halimocyathus platypus,cnidaria,GoMA_census_fauna,Halimocyathus platypus,Halimocyathus platypus,Halimocyathus platypus
Haliplanella lineata,cnidaria,GoMA_census_fauna,Haliplanella lineata,Haliplanella lineata,Haliplanella lineata
Haliplectus cylindrocaudatus,nematoda,GoMA_census_fauna,Haliplectus cylindrocaudatus,Haliplectus cylindrocaudatus,Haliplectus cylindrocaudatus
Halisarca dujardini,porifera,GoMA_census_fauna,Halisarca dujardini,Halisarca dujardini,Halisarca dujardini
Halitiara formosa,cnidaria,GoMA_census_fauna,Halitiara formosa,Halitiara formosa,Halitiara formosa
Haloclava producta,cnidaria,GoMA_census_fauna,Haloclava producta,Haloclava producta,Haloclava producta
Halocynthia pyriformis,chordata,GoMA_census_fauna,Halocynthia pyriformis,Halocynthia pyriformis,Halocynthia pyriformis
Halopsis ocellata,cnidaria,GoMA_census_fauna,Halopsis ocellata,Halopsis ocellata,Halopsis ocellata
Haminoea solitaria,mollusca,GoMA_census_fauna,Haminoea solitaria,Haminoea solitaria,Haminoea solitaria
Hanleya dalli,mollusca,GoMA_census_fauna,Hanleya dalli,Hanleya dalli,Hanleya dalli
Hanleya hanleyi,mollusca,GoMA_census_fauna,Hanleya hanleyi,Hanleya hanleyi,Hanleya hanleyi
Hanleya mendicaria,mollusca,GoMA_census_fauna,Hanleya mendicaria,Hanleya mendicaria,Hanleya mendicaria
Hanleya negalfar,mollusca,GoMA_census_fauna,Hanleya negalfar,Hanleya nagelfar,Hanleya nagelfar
Haploops fundiensis,arthropoda,GoMA_census_fauna,Haploops fundiensis,Haploops fundiensis,Haploops fundiensis
Haploops setosa,arthropoda,GoMA_census_fauna,Haploops setosa,Haploops setosa,Haploops setosa
Haploops spinosa,arthropoda,GoMA_census_fauna,Haploops spinosa,Haploops spinosa,Haploops spinosa
Haploops tubicola,arthropoda,GoMA_census_fauna,Haploops tubicola,Haploops tubicola,Haploops tubicola
Haploscoloplos fragilis,annelida,GoMA_census_fauna,Haploscoloplos fragilis,Haploscoloplos fragilis,Haploscoloplos fragilis
Haploscoloplos robustus,annelida,GoMA_census_fauna,Haploscoloplos robustus,Haploscoloplos robustus,Haploscoloplos robustus
Harmothoe extenuata,annelida,GoMA_census_fauna,Harmothoe extenuata,Harmothoe extenuata,Harmothoe extenuata
Harmothoe imbricata,annelida,GoMA_census_fauna,Harmothoe imbricata,Harmothoe imbricata,Harmothoe imbricata
Harpacticus littoralis,arthropoda,GoMA_census_fauna,Harpacticus littoralis,Harpacticus littoralis,Harpacticus littoralis
Harpinia crenulata,arthropoda,GoMA_census_fauna,Harpinia crenulata,Harpinia crenulata,Harpinia crenulata
Harpinia plumosa,arthropoda,GoMA_census_fauna,Harpinia plumosa,Harpinia plumosa,Harpinia plumosa
Harpinia propinqua,arthropoda,GoMA_census_fauna,Harpinia propinqua,Harpinia propinqua,Harpinia propinqua
Harpinia truncata,arthropoda,GoMA_census_fauna,Harpinia truncata,Harpinia truncata,Harpinia truncata
Hartmania moorei,annelida,GoMA_census_fauna,Hartmania moorei,Hartmania moorei,Hartmania moorei
Hedylopsis riseri,mollusca,GoMA_census_fauna,Hedylopsis riseri,Hedylopsis riseri,Hedylopsis riseri
Helisoma anceps,mollusca,GoMA_census_fauna,Helisoma anceps,Helisoma anceps,Helisoma anceps
Helisoma companulatum,mollusca,GoMA_census_fauna,Helisoma companulatum,Helisoma companulatum,Helisoma companulatum
Helobdella stagnalis,annelida,GoMA_census_fauna,Helobdella stagnalis,Helobdella stagnalis,Helobdella stagnalis
Hemiarthrus abdominalis,arthropoda,GoMA_census_fauna,Hemiarthrus abdominalis,Hemiarthrus abdominalis,Hemiarthrus abdominalis
Hemigrapsus sanguineus,arthropoda,GoMA_census_fauna,Hemigrapsus sanguineus,Hemigrapsus sanguineus,Hemigrapsus sanguineus
Hemipenaeus carpenteri,arthropoda,New England shrimp species,Hemipenaeus carpenteri,Hemipenaeus carpenteri,Hemipenaeus carpenteri
Hemiurus levinseni,platyhelminthes,GoMA_census_fauna,Hemiurus levinseni,Hemiurus levinseni,Hemiurus levinseni
Henricia eschrichti,echinodermata,GoMA_census_fauna,Henricia eschrichti,Henricia eschrichti,Henricia eschrichti
Henricia sanguinolenta,echinodermata,GoMA_census_fauna,Henricia sanguinolenta,Henricia sanguinolenta,Henricia sanguinolenta
Hepomadus tener,arthropoda,New England shrimp species,Hepomadus tener,Hepomadus tener,Hepomadus tener
Heteranomia squamula,mollusca,GoM bivalvia species list,Heteranomia squamula,Heteranomia squamula,Heteranomia squamula
Heterocarpus ensifer,arthropoda,New England shrimp species,Heterocarpus ensifer,Heterocarpus ensifer,Heterocarpus ensifer
Heteromastus filiformis,annelida,GoMA_census_fauna,Heteromastus filiformis,Heteromastus filiformis,Heteromastus filiformis
Heteromysis formosa,arthropoda,GoMA_census_fauna,Heteromysis formosa,Heteromysis formosa,Heteromysis formosa
Hiatella arctica,mollusca,GoM bivalvia species list,Hiatella arctica,Hiatella arctica,Hiatella arctica
Hiatella striata,mollusca,GoM bivalvia species list,Hiatella striata,Hiatella striata,Hiatella striata
Hippasteria phrygiana,echinodermata,GoMA_census_fauna,Hippasteria phrygiana,Hippasteria phrygiana,Hippasteria phrygiana
Hippolyte coerulescens,arthropoda,GoMA_census_fauna,Hippolyte coerulescens,Hippolyte coerulescens,Hippolyte coerulescens
Hippomedon propinquus,arthropoda,GoMA_census_fauna,Hippomedon propinquus,Hippomedon propinquus,Hippomedon propinquus
Hippomedon serratus,arthropoda,GoMA_census_fauna,Hippomedon serratus,Hippomedon serratus,Hippomedon serratus
Hippoporina contracta,bryozoan,GoMA_census_fauna,Hippoporina contracta,Hippoporina contracta,Hippoporina contracta
Hippoporina hylina,bryozoan,GoMA_census_fauna,Hippoporina hylina,Hippoporina hylina,Hippoporina hylina
Hippoporina propinqua,bryozoan,GoMA_census_fauna,Hippoporina propinqua,Hippoporina propinqua,Hippoporina propinqua
Hippoporina reticulatopunctata,bryozoan,GoMA_census_fauna,Hippoporina reticulatopunctata,Hippoporina reticulatopunctata,Hippoporina reticulatopunctata
Hippothoa hyalina,bryozoan,GoMA_census_fauna,Hippothoa hyalina,Hippothoa hyalina,Hippothoa hyalina
Hirschamannia viridis,arthropoda,GoMA_census_fauna,Hirschamannia viridis,Hirschmannia viridis,Hirschmannia viridis
Histioteuthis bonnellii,mollusca,GoMA_census_fauna,Histioteuthis bonnellii,Histioteuthis bonnellii,Histioteuthis bonnellii
Homarthia tuberculosa,cnidaria,GoMA_census_fauna,NA,NA,Homarthia tuberculosa
Homarus americanus,arthropoda,GoMA_census_fauna,Homarus americanus,Homarus americanus,Homarus americanus
Hormathia digitata,cnidaria,GoMA_census_fauna,Hormathia digitata,Hormathia digitata,Hormathia digitata
Hormiphora cucumis,ctenophora,GoMA_census_fauna,Hormiphora cucumis,Hormiphora cucumis,Hormiphora cucumis
Hyale plumulosa,arthropoda,GoMA_census_fauna,Hyale plumulosa,Hyale plumulosa,Hyale plumulosa
Hyale prevostii,arthropoda,GoMA_census_fauna,Hyale prevostii,Hyale prevostii,Hyale prevostii
Hyalella azteca,arthropoda,GoMA_census_fauna,Hyalella azteca,Hyalella azteca,Hyalella azteca
Hyalocylis striata,mollusca,GoMA_census_fauna,Hyalocylis striata,Hyalocylis striata,Hyalocylis striata
Hyas araneus,arthropoda,New England crab species,Hyas araneus,Hyas araneus,Hyas araneus
Hyas coarctatus,arthropoda,GoMA_census_fauna,Hyas coarctatus,Hyas coarctatus,Hyas coarctatus
Hybocodon pendulus,cnidaria,GoMA_census_fauna,Hybocodon pendulus,Hybocodon pendulus,Hybocodon pendulus
Hybocodon prolifer,cnidaria,GoMA_census_fauna,Hybocodon prolifer,Hybocodon prolifer,Hybocodon prolifer
Hydractinia americana,cnidaria,GoMA_census_fauna,Hydractinia americana,Hydractinia americana,Hydractinia americana
Hydractinia borealis,cnidaria,GoMA_census_fauna,Hydractinia borealis,Hydractinia borealis,Hydractinia borealis
Hydractinia echinata,cnidaria,GoMA_census_fauna,Hydractinia echinata,Hydractinia echinata,Hydractinia echinata
Hydractinia polyclina,cnidaria,GoMA_census_fauna,Hydractinia polyclina,Hydractinia polyclina,Hydractinia polyclina
Hydractinia valens,cnidaria,GoMA_census_fauna,Hydractinia valens,Hydractinia valens,Hydractinia valens
Hydrallmania falcata,cnidaria,GoMA_census_fauna,Hydrallmania falcata,Hydrallmania falcata,Hydrallmania falcata
Hydrobia totteni,mollusca,GoMA_census_fauna,Hydrobia totteni,Hydrobia totteni,Hydrobia totteni
Hydrobia truncata,mollusca,GoMA_census_fauna,Hydrobia truncata,Hydrobia truncata,Hydrobia truncata
Hydroides dianthus,annelida,GoMA_census_fauna,Hydroides dianthus,Hydroides dianthus,Hydroides dianthus
Hymedesmia canadensis,porifera,GoMA_census_fauna,Hymedesmia canadensis,Hymedesmia canadensis,Hymedesmia canadensis
Hymeniacidon heliophila,porifera,GoMA_census_fauna,Hymeniacidon heliophila,Hymeniacidon heliophila,Hymeniacidon heliophila
Hymenodora glacialis,arthropoda,GoMA_census_fauna,Hymenodora glacialis,Hymenodora glacialis,Hymenodora glacialis
Hyperia galba,arthropoda,GoMA_census_fauna,Hyperia galba,Hyperia galba,Hyperia galba
Hyperia medusarum,arthropoda,GoMA_census_fauna,Hyperia medusarum,Hyperia medusarum,Hyperia medusarum
Hyperoche medusarum,arthropoda,GoMA_census_fauna,Hyperoche medusarum,Hyperoche medusarum,Hyperoche medusarum
Iasis zonaria,chordata,GoMA_census_fauna,Iasis zonaria,Iasis zonaria,Iasis zonaria
Idotea balthica,arthropoda,GoMA_census_fauna,Idotea balthica,Idotea balthica,Idotea balthica
Idotea metallica,arthropoda,GoMA_census_fauna,Idotea metallica,Idotea metallica,Idotea metallica
Idotea phosphorea,arthropoda,GoMA_census_fauna,Idotea phosphorea,Idotea phosphorea,Idotea phosphorea
Illex illecebrosus,mollusca,GoMA_census_fauna,Illex illecebrosus,Illex illecebrosus,Illex illecebrosus
Illium sp.,nematoda,GoMA_census_fauna,Illium sp.,Illium,Illium
Iophon nigricans,porifera,GoMA_census_fauna,Iophon nigricans,Iophon nigricans,Iophon nigricans
Iophon pattersoni,porifera,GoMA_census_fauna,Iophon pattersoni,Iophon pattersoni,Iophon pattersoni
Iphitime hartmanae,annelida,GoMA_census_fauna,Iphitime hartmanae,Iphitime hartmanae,Iphitime hartmanae
Ischnochiton albus,mollusca,GoMA_census_fauna,Ischnochiton albus,Ischnochiton albus,Ischnochiton albus
Ischnochiton ruber,mollusca,GoMA_census_fauna,Ischnochiton ruber,Ischnochiton ruber,Ischnochiton ruber
Ischyrocerus anguipes,arthropoda,GoMA_census_fauna,Ischyrocerus anguipes,Ischyrocerus anguipes,Ischyrocerus anguipes
Ischyrocerus megacheir,arthropoda,GoMA_census_fauna,Ischyrocerus megacheir,Ischyrocerus megacheir,Ischyrocerus megacheir
Isodictya deichmannae,porifera,GoMA_census_fauna,Isodictya deichmannae,Isodictya deichmannae,Isodictya deichmannae
Isodictya palmata,porifera,GoMA_census_fauna,Isodictya palmata,Isodictya palmata,Isodictya palmata
Issena pacifica,mollusca,GoMA_census_fauna,Issena pacifica,Issena pacifica,Issena pacifica
Itaspiella armata,platyhelminthes,GoMA_census_fauna,Itaspiella armata,Itaspiella armata,Itaspiella armata
Iyanthus laevis,cnidaria,GoMA_census_fauna,Iyanthus laevis,Iyanthus laevis,Iyanthus laevis
Jaera albifrons,arthropoda,GoMA_census_fauna,Jaera albifrons,Jaera albifrons,Jaera albifrons
Jaera marina,arthropoda,GoMA_census_fauna,Jaera marina,Jaera marina,Jaera marina
Janira alta,arthropoda,GoMA_census_fauna,Janira alta,Janira alta,Janira alta
Janthina janthina,mollusca,GoMA_census_fauna,Janthina janthina,Janthina janthina,Janthina janthina
Jassa falcata,arthropoda,GoMA_census_fauna,Jassa falcata,Jassa falcata,Jassa falcata
Jassa marmorata,arthropoda,GoMA_census_fauna,Jassa marmorata,Jassa marmorata,Jassa marmorata
Jassa marmorea,arthropoda,GoMA_census_fauna,Jassa marmorea,Jassa marmorea,Jassa marmorea
Kellia suborbicularis,mollusca,GoM bivalvia species list,Kellia suborbicularis,Kellia suborbicularis,Kellia suborbicularis
Keratoisis ornata,cnidaria,GoMA_census_fauna,Keratoisis ornata,Keratoisis ornata,Keratoisis ornata
Kroyeria carchariaeglauci,arthropoda,GoMA_census_fauna,Kroyeria carchariaeglauci,Kroyeria carchariaeglauci,Kroyeria carchariaeglauci
Kurtiella planulata,mollusca,GoM bivalvia species list,Kurtiella planulata,Kurtiella planulata,Kurtiella planulata
Labidocera aestiva,arthropoda,GoMA_census_fauna,Labidocera aestiva,Labidocera aestiva,Labidocera aestiva
Lacuna pallidula,mollusca,GoMA_census_fauna,Lacuna pallidula,Lacuna pallidula,Lacuna pallidula
Lacuna vincta,mollusca,GoMA_census_fauna,Lacuna vincta,Lacuna vincta,Lacuna vincta
Laetmonice filicornis,annelida,GoMA_census_fauna,Laetmonice filicornis,Laetmonice filicornis,Laetmonice filicornis
Lafoea dumosa,cnidaria,GoMA_census_fauna,Lafoea dumosa,Lafoea dumosa,Lafoea dumosa
Lafoea gracillima,cnidaria,GoMA_census_fauna,Lafoea gracillima,Lafoea gracillima,Lafoea gracillima
Lafystius sturionis,arthropoda,GoMA_census_fauna,Lafystius sturionis,Lafystius sturionis,Lafystius sturionis
